UNIQUE_CARRIER,DEPARTURES_SCHEDULED,DEPARTURES_PERFORMED,PAYLOAD,SEATS,PASSENGERS,FREIGHT,MAIL,DISTANCE,RAMP_TO_RAMP,AIR_TIME,AIRLINE_ID,UNIQUE_CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER,CARRIER_NAME,CARRIER_GROUP,CARRIER_GROUP_NEW,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,ORIGIN_STATE_FIPS,ORIGIN_STATE_NM,ORIGIN_WAC,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEST_STATE_FIPS,DEST_STATE_NM,DEST_WAC,AIRCRAFT_GROUP,AIRCRAFT_TYPE,AIRCRAFT_CONFIG,YEAR,QUARTER,MONTH,DISTANCE_GROUP,CLASS
9E,0.0,1.0,12500.0,47.0,44.0,0.0,0.0,594.0,148.0,101.0,20363,Endeavor Air Inc.,07024,D,9E,Endeavor Air Inc.,2,2,10397,1039707,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43,6,629,1,2021,4,10,2,F
9E,0.0,1.0,12500.0,50.0,0.0,0.0,0.0,201.0,68.0,38.0,20363,Endeavor Air Inc.,07024,D,9E,Endeavor Air Inc.,2,2,14122,1412202,30198,PIT,"Pittsburgh, PA",PA,42,Pennsylvania,23,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43,6,629,1,2021,4,10,1,F
9E,0.0,1.0,12500.0,50.0,0.0,0.0,0.0,240.0,66.0,49.0,20363,Endeavor Air Inc.,07024,D,9E,Endeavor Air Inc.,2,2,11481,1148102,31481,ECP,"Panama City, FL",FL,12,Florida,33,10397,1039707,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,6,629,1,2021,2,4,1,F
9E,0.0,1.0,12500.0,50.0,0.0,0.0,0.0,250.0,83.0,55.0,20363,Endeavor Air Inc.,07024,D,9E,Endeavor Air Inc.,2,2,15624,1562404,31504,VPS,"Valparaiso, FL",FL,12,Florida,33,10397,1039707,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,6,629,1,2021,1,3,1,F
9E,0.0,1.0,12500.0,50.0,0.0,0.0,0.0,321.0,91.0,55.0,20363,Endeavor Air Inc.,07024,D,9E,Endeavor Air Inc.,2,2,14730,1473004,33044,SDF,"Louisville, KY",KY,21,Kentucky,52,10397,1039707,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,6,629,1,2021,4,10,1,F
9E,0.0,1.0,12500.0,50.0,0.0,0.0,0.0,356.0,87.0,60.0,20363,Endeavor Air Inc.,07024,D,9E,Endeavor Air Inc.,2,2,14492,1449202,34492,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,36,10397,1039707,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,6,629,1,2021,4,12,1,F
9E,0.0,1.0,12500.0,50.0,0.0,0.0,0.0,529.0,132.0,84.0,20363,Endeavor Air Inc.,07024,D,9E,Endeavor Air Inc.,2,2,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43,13931,1393102,33667,ORF,"Norfolk, VA",VA,51,Virginia,38,6,629,1,2021,4,10,2,F
9E,0.0,1.0,12500.0,50.0,5.0,0.0,0.0,143.0,53.0,38.0,20363,Endeavor Air Inc.,07024,D,9E,Endeavor Air Inc.,2,2,10208,1020803,30208,AGS,"Augusta, GA",GA,13,Georgia,34,10397,1039707,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,6,629,1,2021,1,3,1,F
9E,0.0,1.0,12500.0,50.0,5.0,0.0,0.0,373.0,126.0,113.0,20363,Endeavor Air Inc.,07024,D,9E,Endeavor Air Inc.,2,2,10397,1039707,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,11193,1119302,33105,CVG,"Cincinnati, OH",KY,21,Kentucky,52,6,629,1,2021,1,2,1,F
9E,0.0,1.0,12500.0,50.0,7.0,0.0,0.0,907.0,148.0,125.0,20363,Endeavor Air Inc.,07024,D,9E,Endeavor Air Inc.,2,2,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,10397,1039707,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,6,629,1,2021,4,10,2,F
9E,0.0,1.0,12500.0,50.0,9.0,0.0,0.0,187.0,51.0,37.0,20363,Endeavor Air Inc.,07024,D,9E,Endeavor Air Inc.,2,2,11637,1163703,31637,FAR,"Fargo, ND",ND,38,North Dakota,66,10627,1062702,30627,BIS,"Bismarck/Mandan, ND",ND,38,North Dakota,66,6,629,1,2021,1,3,1,F
9E,0.0,1.0,12500.0,50.0,9.0,0.0,0.0,223.0,157.0,142.0,20363,Endeavor Air Inc.,07024,D,9E,Endeavor Air Inc.,2,2,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,11637,1163703,31637,FAR,"Fargo, ND",ND,38,North Dakota,66,6,629,1,2021,1,3,1,F
9E,0.0,1.0,12500.0,50.0,10.0,0.0,0.0,297.0,75.0,50.0,20363,Endeavor Air Inc.,07024,D,9E,Endeavor Air Inc.,2,2,13342,1334207,33342,MKE,"Milwaukee, WI",WI,55,Wisconsin,45,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,6,629,1,2021,3,8,1,F
9E,0.0,1.0,12500.0,50.0,10.0,0.0,0.0,529.0,109.0,86.0,20363,Endeavor Air Inc.,07024,D,9E,Endeavor Air Inc.,2,2,13931,1393102,33667,ORF,"Norfolk, VA",VA,51,Virginia,38,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43,6,629,1,2021,4,10,2,F
9E,0.0,1.0,12500.0,50.0,12.0,0.0,0.0,341.0,68.0,53.0,20363,Endeavor Air Inc.,07024,D,9E,Endeavor Air Inc.,2,2,12448,1244807,32448,JAN,"Jackson/Vicksburg, MS",MS,28,Mississippi,53,10397,1039707,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,6,629,1,2021,4,10,1,F
9E,0.0,1.0,12500.0,50.0,15.0,0.0,0.0,240.0,63.0,42.0,20363,Endeavor Air Inc.,07024,D,9E,Endeavor Air Inc.,2,2,10397,1039707,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,11481,1148102,31481,ECP,"Panama City, FL",FL,12,Florida,33,6,629,1,2021,2,4,1,F
9E,0.0,1.0,12500.0,50.0,16.0,0.0,0.0,91.0,63.0,28.0,20363,Endeavor Air Inc.,07024,D,9E,Endeavor Air Inc.,2,2,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,10154,1015405,30154,ACK,"Nantucket, MA",MA,25,Massachusetts,13,6,629,1,2021,2,5,1,F
9E,0.0,1.0,12500.0,50.0,16.0,0.0,0.0,306.0,66.0,44.0,20363,Endeavor Air Inc.,07024,D,9E,Endeavor Air Inc.,2,2,10397,1039707,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,11995,1199502,31995,GSO,"Greensboro/High Point, NC",NC,37,North Carolina,36,6,629,1,2021,1,1,1,F
