MKT_UNIQUE_CARRIER,YEAR,QUARTER,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,FL_DATE,BRANDED_CODE_SHARE,MKT_CARRIER_AIRLINE_ID,MKT_CARRIER,MKT_CARRIER_FL_NUM,SCH_OP_UNIQUE_CARRIER,SCH_OP_CARRIER_AIRLINE_ID,SCH_OP_CARRIER,SCH_OP_CARRIER_FL_NUM,OP_UNIQUE_CARRIER,OP_CARRIER_AIRLINE_ID,OP_CARRIER,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,ORIGIN,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,DEP_DELAY_NEW,DEP_DEL15,DEP_DELAY_GROUP,DEP_TIME_BLK,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,ARR_DELAY_NEW,ARR_DEL15,ARR_DELAY_GROUP,ARR_TIME_BLK,CANCELLED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,AIR_TIME,FLIGHTS,DISTANCE,DISTANCE_GROUP,FIRST_DEP_TIME,TOTAL_ADD_GTIME,LONGEST_ADD_GTIME
HA,2022,4,10,1,6,10/1/2022 12:00:00 AM,HA,19690,HA,1,,,,,HA,19690,HA,N220HA,1,12892,1289208,32575,LAX,12173,1217305,32134,HNL,700,658.0,-2.0,0.0,0.0,-1.0,0700-0759,17.0,715.0,933.0,9.0,955,942.0,-13.0,0.0,0.0,-1.0,0900-0959,0.0,,0.0,355.0,344.0,318.0,1.0,2556.0,11,,,
HA,2022,4,10,1,6,10/1/2022 12:00:00 AM,HA,19690,HA,10,,,,,HA,19690,HA,N380HA,10,12173,1217305,32134,HNL,12892,1289208,32575,LAX,750,752.0,2.0,2.0,0.0,0.0,0700-0759,14.0,806.0,1557.0,12.0,1620,1609.0,-11.0,0.0,0.0,-1.0,1600-1659,0.0,,0.0,330.0,317.0,291.0,1.0,2556.0,11,,,
HA,2022,4,10,1,6,10/1/2022 12:00:00 AM,HA,19690,HA,101,,,,,HA,19690,HA,N479HA,101,12402,1240203,32402,ITO,12173,1217305,32134,HNL,600,557.0,-3.0,0.0,0.0,-1.0,0600-0659,8.0,605.0,639.0,7.0,655,646.0,-9.0,0.0,0.0,-1.0,0600-0659,0.0,,0.0,55.0,49.0,34.0,1.0,216.0,1,,,
HA,2022,4,10,1,6,10/1/2022 12:00:00 AM,HA,19690,HA,104,,,,,HA,19690,HA,N492HA,104,12982,1298202,32982,LIH,12173,1217305,32134,HNL,600,601.0,1.0,1.0,0.0,0.0,0600-0659,7.0,608.0,629.0,9.0,639,638.0,-1.0,0.0,0.0,-1.0,0600-0659,0.0,,0.0,39.0,37.0,21.0,1.0,102.0,1,,,
HA,2022,4,10,1,6,10/1/2022 12:00:00 AM,HA,19690,HA,105,,,,,HA,19690,HA,N478HA,105,13830,1383002,33830,OGG,12173,1217305,32134,HNL,600,613.0,13.0,13.0,0.0,0.0,0600-0659,11.0,624.0,647.0,7.0,639,654.0,15.0,15.0,1.0,1.0,0600-0659,0.0,,0.0,39.0,41.0,23.0,1.0,100.0,1,,,
HA,2022,4,10,1,6,10/1/2022 12:00:00 AM,HA,19690,HA,107,,,,,HA,19690,HA,N493HA,107,12758,1275804,32758,KOA,12173,1217305,32134,HNL,615,608.0,-7.0,0.0,0.0,-1.0,0600-0659,7.0,615.0,643.0,6.0,705,649.0,-16.0,0.0,0.0,-2.0,0700-0759,0.0,,0.0,50.0,41.0,28.0,1.0,163.0,1,,,
HA,2022,4,10,1,6,10/1/2022 12:00:00 AM,HA,19690,HA,11,,,,,HA,19690,HA,N390HA,11,14771,1477104,32457,SFO,12173,1217305,32134,HNL,920,919.0,-1.0,0.0,0.0,-1.0,0900-0959,21.0,940.0,1135.0,14.0,1155,1149.0,-6.0,0.0,0.0,-1.0,1100-1159,0.0,,0.0,335.0,330.0,295.0,1.0,2398.0,10,,,
HA,2022,4,10,1,6,10/1/2022 12:00:00 AM,HA,19690,HA,112,,,,,HA,19690,HA,N489HA,112,12173,1217305,32134,HNL,12402,1240203,32402,ITO,605,601.0,-4.0,0.0,0.0,-1.0,0600-0659,13.0,614.0,648.0,6.0,700,654.0,-6.0,0.0,0.0,-1.0,0700-0759,0.0,,0.0,55.0,53.0,34.0,1.0,216.0,1,,,
HA,2022,4,10,1,6,10/1/2022 12:00:00 AM,HA,19690,HA,119,,,,,HA,19690,HA,N487HA,119,12402,1240203,32402,ITO,13830,1383002,33830,OGG,750,747.0,-3.0,0.0,0.0,-1.0,0700-0759,10.0,757.0,822.0,5.0,830,827.0,-3.0,0.0,0.0,-1.0,0800-0859,0.0,,0.0,40.0,40.0,25.0,1.0,121.0,1,,,
HA,2022,4,10,1,6,10/1/2022 12:00:00 AM,HA,19690,HA,12,,,,,HA,19690,HA,N385HA,12,12173,1217305,32134,HNL,14771,1477104,32457,SFO,1340,1351.0,11.0,11.0,0.0,0.0,1300-1359,16.0,1407.0,2153.0,12.0,2150,2205.0,15.0,15.0,1.0,1.0,2100-2159,0.0,,0.0,310.0,314.0,286.0,1.0,2398.0,10,,,
