Date,Open,High,Low,Close,Adj Close,Volume
2023-01-03,52.799999,53.599998,51.610001,51.880001,51.880001,0
2023-01-04,51.880001,55.200001,51.880001,55.200001,55.200001,0
2023-01-05,55.200001,56.080002,54.750000,56.020000,56.020000,0
2023-01-06,56.020000,57.520000,56.020000,57.470001,57.470001,0
2023-01-09,57.470001,59.049999,57.470001,58.490002,58.490002,0
2023-01-10,58.490002,60.470001,58.490002,60.450001,60.450001,0
2023-01-11,60.450001,61.160000,59.959999,61.060001,61.060001,0
2023-01-12,61.060001,63.560001,61.060001,63.560001,63.560001,0
2023-01-13,63.560001,63.740002,61.900002,63.480000,63.480000,0
2023-01-17,63.480000,63.480000,62.180000,63.099998,63.099998,0
2023-01-18,63.099998,64.540001,62.180000,62.360001,62.360001,0
2023-01-19,62.360001,62.450001,60.990002,62.340000,62.340000,0
2023-01-20,62.340000,63.459999,62.340000,63.090000,63.090000,0
2023-01-23,63.090000,63.619999,62.950001,63.029999,63.029999,0
2023-01-24,63.029999,63.619999,62.770000,63.000000,63.000000,0
2023-01-25,63.000000,63.980000,62.419998,63.980000,63.980000,0
2023-01-26,63.980000,64.400002,62.860001,63.880001,63.880001,0
2023-01-27,63.880001,63.880001,62.919998,63.139999,63.139999,0
2023-01-30,63.139999,63.450001,62.009998,62.099998,62.099998,0
2023-01-31,62.099998,63.380001,62.099998,63.380001,63.380001,0
2023-02-01,63.380001,63.770000,61.750000,63.400002,63.400002,0
2023-02-02,63.400002,67.800003,63.400002,67.029999,67.029999,0
2023-02-03,67.029999,67.029999,64.639999,64.959999,64.959999,0
2023-02-06,64.959999,64.959999,64.129997,64.440002,64.440002,0
2023-02-07,64.440002,64.940002,63.410000,64.720001,64.720001,0
2023-02-08,64.720001,64.980003,63.919998,64.410004,64.410004,0
2023-02-09,64.410004,64.660004,61.759998,62.090000,62.090000,0
2023-02-10,62.090000,62.090000,60.240002,60.779999,60.779999,0
2023-02-13,60.779999,61.500000,60.400002,61.169998,61.169998,0
2023-02-14,61.169998,62.320000,60.650002,62.060001,62.060001,0
2023-02-15,62.060001,62.740002,61.459999,62.639999,62.639999,0
2023-02-16,62.639999,62.639999,60.900002,61.150002,61.150002,0
2023-02-17,61.150002,61.459999,60.490002,61.160000,61.160000,0
2023-02-21,61.160000,61.160000,58.810001,59.139999,59.139999,0
2023-02-22,59.139999,60.020000,58.680000,59.200001,59.200001,0
2023-02-23,59.200001,60.580002,59.200001,60.049999,60.049999,0
2023-02-24,60.049999,60.049999,58.799999,59.810001,59.810001,0
2023-02-27,59.810001,60.820000,59.810001,60.139999,60.139999,0
2023-02-28,60.139999,61.000000,59.779999,60.490002,60.490002,0
