Date,Open,High,Low,Close,Adj Close,Volume
2023-01-03,17.180000,17.330000,16.820000,16.969999,16.969999,6249100
2023-01-04,17.110001,17.860001,17.110001,17.860001,17.860001,5038900
2023-01-05,17.750000,18.059999,17.674999,18.059999,18.059999,3625600
2023-01-06,18.150000,18.450001,18.040001,18.430000,18.430000,3203700
2023-01-09,18.549999,18.900000,18.540001,18.730000,18.730000,3698700
2023-01-10,18.700001,19.190001,18.620001,19.180000,19.180000,3098300
2023-01-11,19.040001,19.350000,19.010000,19.250000,19.250000,3973200
2023-01-12,19.500000,20.139999,19.490000,20.139999,20.139999,5208100
2023-01-13,19.590000,20.200001,19.540001,20.170000,20.170000,3793800
2023-01-17,20.120001,20.250000,19.950001,20.250000,20.250000,4092800
2023-01-18,20.590000,20.690001,19.920000,19.969999,19.969999,5450100
2023-01-19,19.820000,19.995001,19.549999,19.940001,19.940001,3980400
2023-01-20,20.030001,20.299999,19.934999,20.240000,20.240000,3199600
2023-01-23,20.260000,20.349001,20.180000,20.250000,20.250000,3356200
2023-01-24,20.150000,20.420000,20.120001,20.240000,20.240000,3908300
2023-01-25,20.090000,20.500000,20.090000,20.469999,20.469999,4164800
2023-01-26,20.565001,20.629999,20.070000,20.440001,20.440001,4386400
2023-01-27,20.290001,20.469999,20.219999,20.299999,20.299999,3011400
2023-01-30,20.129999,20.400000,19.965000,19.990000,19.990000,2826900
2023-01-31,20.040001,20.219999,19.920000,20.200001,20.200001,1977700
2023-02-01,20.139999,20.510000,19.930000,20.400000,20.400000,4271700
2023-02-02,20.600000,21.240000,20.600000,21.040001,21.040001,5966900
2023-02-03,20.799999,20.900000,20.645000,20.740000,20.740000,3391300
2023-02-06,20.540001,20.665001,20.459999,20.600000,20.600000,2059600
2023-02-07,20.559999,20.680000,20.209999,20.600000,20.600000,2499100
2023-02-08,20.540001,20.760000,20.389999,20.559999,20.559999,2609800
2023-02-09,20.639999,20.709999,20.035000,20.120001,20.120001,3097400
2023-02-10,19.930000,19.930000,19.530001,19.650000,19.650000,9646000
2023-02-13,19.730000,19.985001,19.625000,19.940001,19.940001,2257100
2023-02-14,19.950001,20.337999,19.815001,20.260000,20.260000,2994800
2023-02-15,20.100000,20.389999,20.065001,20.320000,20.320000,1924800
2023-02-16,20.090000,20.150000,19.900000,19.959999,19.959999,3432800
2023-02-17,19.930000,19.980000,19.639999,19.900000,19.900000,3569200
2023-02-21,19.620001,19.709999,19.205000,19.299999,19.299999,2970500
2023-02-22,19.270000,19.469999,19.160000,19.299999,19.299999,2052400
2023-02-23,19.500000,19.760000,19.305000,19.549999,19.549999,3881100
2023-02-24,19.170000,19.360001,19.100000,19.350000,19.350000,3713200
2023-02-27,19.510000,19.709999,19.459999,19.520000,19.520000,3689200
2023-02-28,19.650000,19.860001,19.475000,19.760000,19.760000,3465400
2023-03-01,19.760000,19.885000,19.629999,19.799999,19.799999,1675400
2023-03-02,19.629999,19.905001,19.518999,19.889999,19.889999,1391300
2023-03-03,20.052999,20.280001,19.975000,20.120001,20.120001,3037700
2023-03-06,20.190001,20.330000,19.959999,19.990000,19.990000,2323600
2023-03-07,20.000000,20.360001,19.971001,20.120001,20.120001,3310300
