NET_INCOME,OP_PROFIT_LOSS,TRANS_REV_PAX,MAIL,TOTAL_PROPERTY,PROP_FREIGHT,PROP_BAG,TOTAL_CHARTER,CHARTER_PAX,CHARTER_PROP,TOTAL_MISC_REV,RES_CANCEL_FEES,MISC_OP_REV,PUB_SVC_REVENUE,TRANS_REVENUE,OP_REVENUES,FLYING_OPS,MAINTENANCE,PAX_SERVICE,AIRCFT_SERVICES,PROMOTION_SALES,GENERAL_ADMIN,GENERAL_SERVICES,DEPREC_AMORT,TRANS_EXPENSES,OP_EXPENSES,INTEREST_LONG_DEBT,INTEREST_EXP_OTH,FOREIGN_EX_GAINS,CAP_GAINS_PROP,CAP_GAINS_OTHER,OTHER_INCOME_NET,NON_OP_INCOME,INCOME_PRE_TAX,INCOME_TAX,INCOME_BEFORE_OTH,DISCONT_OPS,EXTRA_ITEMS,INCOME_TAX_EXTRA,INCOME_TAX_CREDITS,ACCTG_CHANGES,AIRLINE_ID,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER_GROUP_NEW,CARRIER_GROUP,YEAR,QUARTER
-26825.97,-34623.35,706845.34,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,39229.43,7898.32,753973.08,347561.62,247426.64,50792.17,45598.94,604.88,43829.25,0.00,52782.94,0.00,788596.43,-1859.51,0.00,0.00,0.00,0.00,160.90,-1698.62,-36321.97,-9496.00,-26825.97,0.00,0.00,0.00,,0.00,20304,OO,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,06700,D,3,3,2021,4
-26437.53,1370.96,0.00,0.00,,0.00,0.00,,143912.37,0.00,,0.00,0.00,0.00,0.00,143912.37,72434.63,15160.32,14707.39,16778.64,25.01,8415.40,0.00,15020.03,0.00,142541.41,0.00,-3384.31,0.00,0.00,0.00,195.04,-3189.27,-1818.30,24619.22,-26437.53,0.00,0.00,0.00,,0.00,20377,X9,Omni Air International LLC,X9,Omni Air International LLC,16736,I,2,2,2021,4
-25228.50,-61525.51,166106.10,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,166106.10,127888.00,54350.07,16012.43,7987.47,0.00,14697.24,0.00,6696.39,0.00,227631.61,0.00,-78.13,0.00,0.00,6.54,29110.68,29039.09,-32486.42,-7257.92,-25228.50,0.00,0.00,0.00,,0.00,20397,OH,PSA Airlines Inc.,OH,PSA Airlines Inc.,07028,D,2,2,2021,3
-23827.65,-10273.08,179771.14,23730.97,,212950.90,1186.63,,,,,499.15,89.66,,15381.93,433610.37,189413.49,33943.77,50223.57,57535.42,27093.14,39140.84,,39950.00,6583.23,443883.45,-32815.36,1645.81,2931.38,,,5261.63,-22976.54,-33249.62,-9421.98,-23827.65,,,,-23827.65,,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10877,P,3,3,2021,4
-20933.94,-20933.94,868637.09,4854.76,,56144.45,64874.34,,0.00,0.00,,750.54,89927.79,0.00,22946.31,1108135.27,411223.70,150583.56,102403.53,158240.89,57279.95,179389.25,0.00,68036.93,1911.41,1129069.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-20933.94,0.00,-20933.94,0.00,0.00,0.00,,0.00,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10050,L,3,3,2021,3
-20586.00,-72598.00,57885.00,557.00,,43935.00,1113.00,,0.00,910.00,,311.00,24157.00,0.00,1494.00,130362.00,77874.00,15189.00,17156.00,45766.00,11322.00,21296.00,,12877.00,1480.00,202960.00,-13618.00,-354.00,0.00,-30.00,0.00,52894.00,38892.00,-33706.00,-13120.00,-20586.00,0.00,0.00,0.00,,0.00,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10262,P,3,3,2021,1
-16875.00,1981.00,106373.00,894.00,,64159.00,1322.00,,0.00,155.00,,485.00,25945.00,0.00,2076.00,201409.00,84739.00,16508.00,17715.00,38007.00,14004.00,15453.00,,11285.00,1717.00,199428.00,-7136.00,-304.00,0.00,-32.00,0.00,-11059.00,-18531.00,-16550.00,325.00,-16875.00,0.00,0.00,0.00,,0.00,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10262,P,3,3,2021,4
-15746.43,-18740.35,827.22,1.71,,1967.45,1297.50,,8425.40,0.00,,24.13,237.48,0.00,2011.84,14792.73,13570.18,3641.37,3408.66,4692.13,2865.81,3203.23,,2032.26,119.45,33533.08,-1658.54,-96.38,110.04,-1.32,0.00,4912.28,3266.08,-15474.28,272.16,-15746.43,0.00,0.00,0.00,,0.00,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,15375,P,3,3,2021,3
-15734.00,-57170.00,42875.00,0.00,,-213.00,3954.00,,474.00,20.00,,4257.00,0.00,0.00,0.00,51367.00,38544.00,11168.00,10297.00,19380.00,6169.00,15082.00,,7897.00,0.00,108537.00,-2136.00,-277.00,0.00,0.00,1994.00,37418.00,36998.00,-20171.00,-4438.00,-15734.00,0.00,0.00,0.00,,0.00,19930,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,16031,L,3,3,2021,1
-15677.02,-49201.93,673540.19,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,40846.90,7910.51,722297.61,338465.58,242825.52,52206.00,38992.43,585.71,45392.04,0.00,53032.27,0.00,771499.54,-2127.06,0.00,0.00,-84592.46,0.00,116737.08,30017.56,-19184.37,-3507.35,-15677.02,0.00,0.00,0.00,,0.00,20304,OO,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,06700,D,3,3,2021,3
-15271.12,-20442.61,13906.22,0.00,,0.00,3270.59,,1283.54,0.00,,0.00,6.74,0.00,0.00,18467.09,8624.69,5973.16,0.00,0.00,0.00,0.00,23804.94,506.91,0.00,38909.70,-293.61,0.00,0.00,0.00,0.00,120.01,-173.60,-20616.21,-5345.09,-15271.12,0.00,0.00,0.00,,0.00,22080,MX,Breeze Aviation Group DBA  Breeze,MX,Breeze Aviation Group DBA  Breeze,01268,D,1,1,2021,4
-15195.83,-12560.50,0.00,0.00,,0.00,0.00,,45939.43,0.00,,831.56,30600.85,0.00,0.00,77371.84,51347.31,11652.39,672.70,0.00,0.00,17467.87,0.00,8792.08,0.00,89932.33,0.00,-2632.42,0.00,0.00,0.00,0.00,-2632.42,-15192.92,2.91,-15195.83,0.00,0.00,0.00,,0.00,21979,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,D,1,1,2021,4
-14297.00,23358.00,,0.00,,894098.00,,,,223.00,,,1562.00,,758467.00,1654350.00,349591.00,116767.00,,221766.00,30881.00,178264.00,,70606.00,663117.00,1630992.00,4177.00,-2458.00,-6714.00,0.00,,-45619.00,-50614.00,-27256.00,-12959.00,-14297.00,,,,,,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16197,P,3,3,2021,3
-14085.52,-15907.69,4341.33,0.00,,0.00,0.00,,10351.12,0.00,,0.00,266.96,0.00,0.00,14959.41,16876.05,6423.71,0.00,3194.77,74.81,3454.18,0.00,843.57,0.00,30867.09,-26.96,-199.90,0.00,0.00,0.00,2049.02,1822.17,-14085.52,0.00,-14085.52,0.00,0.00,0.00,,0.00,21712,2HQ,Elite Airways LLC,2HQ,Elite Airways LLC,01200,D,2,2,2021,4
-13415.24,-21594.31,17592.25,0.00,,0.00,7650.32,,0.00,0.00,,2501.83,187.59,0.00,7573.09,35505.07,36367.19,3612.17,2696.98,9117.19,1890.34,2615.15,0.00,800.36,0.00,57099.38,-63.02,10.98,0.00,0.00,0.00,0.00,-52.04,-21646.35,-8231.11,-13415.24,0.00,0.00,0.00,,0.00,20436,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,16461,L,3,3,2021,4
-12899.42,-9109.35,77560.31,0.00,,0.00,27345.22,,0.00,0.00,,3891.00,37148.63,0.00,213.13,146158.29,77131.56,10529.45,8687.84,14533.07,5551.26,27743.92,0.00,11090.55,0.00,155267.64,0.00,-4462.55,-18.20,0.00,0.00,-0.11,-4480.86,-13590.21,-690.79,-12899.42,0.00,0.00,0.00,,0.00,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,16831,L,3,3,2021,4
-12804.65,-31952.35,23975.17,0.00,,0.00,13483.23,,0.00,0.00,,150.47,14822.47,0.00,154.44,52585.79,39140.07,5612.83,5996.07,8509.17,2695.18,14113.27,0.00,8471.56,0.00,84538.14,0.00,-4070.08,5.83,0.00,0.00,20263.89,16199.64,-15752.71,-2948.07,-12804.65,0.00,0.00,0.00,,0.00,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,16831,L,3,3,2021,1
-12258.34,-5119.54,131396.59,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,131396.59,43763.44,54157.22,7322.37,664.27,0.00,12965.07,0.00,17643.75,0.00,136516.13,0.00,-6531.41,0.00,0.00,0.00,-607.39,-7138.80,-12258.34,0.00,-12258.34,0.00,0.00,0.00,,0.00,20378,YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,06689,D,2,2,2021,4
-12072.00,-15784.00,84619.00,0.00,,0.00,0.00,,0.00,0.00,,0.00,10.00,0.00,0.00,84629.00,21125.00,24269.00,6922.00,8951.00,0.00,21940.00,0.00,17206.00,0.00,100413.00,-4425.00,-417.00,0.00,4.00,0.00,-992.00,-5830.00,-21614.00,-9542.00,-12072.00,0.00,0.00,0.00,,0.00,19687,QX,Horizon Air,QX,Horizon Air,06580,D,2,2,2021,4
-11557.00,50178.00,501974.00,0.00,,21262.00,28991.00,,889.00,507.00,,3306.00,88534.00,0.00,24121.00,669584.00,210651.00,65030.00,57999.00,124434.00,45847.00,50593.00,,44897.00,19955.00,619406.00,-23363.00,-996.00,0.00,-104.00,0.00,-36208.00,-60671.00,-10493.00,1064.00,-11557.00,0.00,0.00,0.00,,0.00,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10260,L,3,3,2021,4
-11181.97,-11163.99,0.00,0.00,,0.00,0.00,,12645.95,0.00,,0.00,0.00,0.00,0.00,12645.95,19031.54,2367.56,799.39,539.28,0.06,1072.11,,0.00,0.00,23809.94,-0.83,0.00,-17.17,0.00,0.00,0.02,-17.98,-11181.97,0.00,-11181.97,0.00,0.00,0.00,,0.00,20405,N8,National Air Cargo Group Inc d/ba National Airlines,N8,National Air Cargo Group Inc d/ba National Airline,07029,D,2,2,2021,3
-11120.00,66693.00,565142.00,9562.00,,113082.00,23465.00,,91.00,640.00,,2772.00,110952.00,0.00,1004.00,826710.00,301061.00,63439.00,73106.00,156843.00,57790.00,63771.00,,43177.00,830.00,760017.00,-29447.00,-1255.00,0.00,-131.00,0.00,-45639.00,-76472.00,-9779.00,1341.00,-11120.00,0.00,0.00,0.00,,0.00,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10261,A,3,3,2021,4
-10932.20,-12284.15,232708.82,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,232708.82,128208.84,66571.86,18595.88,7657.83,0.00,17141.11,0.00,6817.44,0.00,244992.97,0.00,-86.85,0.00,0.00,1.93,-27.41,-112.32,-12396.47,-1464.27,-10932.20,0.00,0.00,0.00,,0.00,20397,OH,PSA Airlines Inc.,OH,PSA Airlines Inc.,07028,D,2,2,2021,4
-10725.42,-10711.85,0.00,0.00,,0.00,0.00,,9724.30,0.00,,0.00,0.00,0.00,0.00,9724.30,13735.08,2103.16,1092.05,725.36,0.00,2700.24,,80.26,0.00,20436.15,0.00,0.00,-13.57,0.00,0.00,0.00,-13.57,-10725.42,0.00,-10725.42,0.00,0.00,0.00,,0.00,20405,N8,National Air Cargo Group Inc d/ba National Airlines,N8,National Air Cargo Group Inc d/ba National Airline,07029,D,2,2,2021,2
-10131.83,-21898.86,118842.09,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,118842.09,43703.65,57091.13,7797.23,296.66,0.00,13849.13,0.00,18003.15,0.00,140740.95,0.00,-7003.60,0.00,0.00,0.00,25513.04,18509.44,-3389.42,6742.40,-10131.83,0.00,0.00,0.00,,0.00,20378,YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,06689,D,2,2,2021,3
-9941.49,-9032.95,0.00,4454.15,,2879.34,0.00,,0.00,9137.08,,0.00,610.44,0.00,773.21,17854.21,8007.30,9579.11,0.00,2685.86,205.69,2597.75,0.00,3811.45,0.00,26887.16,0.00,0.00,0.00,0.00,0.00,-908.54,-908.54,-9941.49,0.00,-9941.49,0.00,0.00,0.00,,0.00,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,06699,D,2,2,2021,4
-9668.01,-9179.28,6636.43,0.00,,1032.59,277.26,,1265.80,0.00,,200.51,0.00,0.00,755.25,10167.84,3164.62,607.57,638.28,2689.48,566.17,4417.30,265.51,5664.54,1333.65,19347.11,-488.74,0.00,0.00,0.00,0.00,0.00,-488.74,-9668.01,0.00,-9668.01,0.00,0.00,0.00,,0.00,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",11019,I,1,1,2021,1
-9668.01,-9179.28,6636.43,0.00,,1032.59,277.26,,1265.80,0.00,,200.51,0.00,0.00,755.25,10167.84,3164.62,607.57,638.28,2689.48,566.17,4417.30,265.51,5664.54,1333.65,19347.11,-488.74,0.00,0.00,0.00,0.00,0.00,-488.74,-9668.01,0.00,-9668.01,0.00,0.00,0.00,,0.00,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",11019,I,1,1,2021,4
-9303.58,-11163.21,2982.66,0.00,,0.00,0.00,,7273.08,0.00,,0.00,175.17,0.00,0.00,10430.90,11667.79,4498.21,0.00,1931.30,46.26,2817.87,0.00,632.68,0.00,21594.11,-19.93,-169.47,0.00,0.00,0.00,2049.02,1859.62,-9303.58,0.00,-9303.58,0.00,0.00,0.00,,0.00,21712,2HQ,Elite Airways LLC,2HQ,Elite Airways LLC,01200,D,2,2,2021,3
-9166.94,-8328.61,0.00,0.00,,0.00,0.00,,51059.33,8334.03,,0.00,8422.37,0.00,0.00,67815.74,36373.74,10718.70,0.00,7013.21,5.86,12606.24,0.00,9426.60,0.00,76144.35,-838.33,0.00,0.00,0.00,0.00,0.00,-838.33,-9166.94,0.00,-9166.94,0.00,0.00,0.00,,0.00,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Easte",01130,D,2,2,2021,4
-8908.89,-8411.60,,25926.44,,23440.78,,,,,,,,,,49367.22,18436.07,15176.83,,5292.73,1370.44,7865.77,,5457.85,4179.14,57778.82,-329.91,-0.13,,-5.81,,-2.51,-338.37,-8749.97,158.93,,,,,,,20370,KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,06683,D,3,3,2021,3
-7804.96,-7910.71,0.00,1658.13,,878.73,0.00,,0.00,1933.60,,0.00,-110.49,0.00,836.02,5195.97,3058.44,6277.59,,724.47,,,327.39,1007.69,1711.09,13106.67,0.00,34.76,0.00,0.00,70.99,0.00,105.75,-7804.96,0.00,-7804.96,0.00,0.00,0.00,-7804.96,0.00,20108,NC,Northern Air Cargo Inc.,NC,Northern Air Cargo Inc.,06721,D,2,2,2021,4
-7152.61,-19590.39,5006.79,134.26,,7708.10,589.78,,3737.22,0.00,,30.26,199.82,0.00,1762.67,19168.88,16307.92,5216.30,2886.49,4732.08,2517.66,3788.44,,3253.91,56.49,38759.28,-1692.11,-97.05,1477.79,0.54,0.00,11494.14,11183.31,-8407.08,-1254.47,-7152.61,0.00,0.00,0.00,,0.00,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,15375,P,3,3,2021,1
-6864.91,-44992.46,60780.58,0.00,,0.00,0.00,,0.00,0.00,,0.00,49035.39,0.00,0.00,109815.97,36154.45,24681.52,4311.90,64564.84,0.00,21015.51,0.00,4080.23,0.00,154808.43,0.00,0.00,0.00,-874.15,183.32,36954.11,36263.29,-8729.18,-1864.26,-6864.91,0.00,0.00,0.00,,0.00,20427,PT,Piedmont Airlines,PT,Piedmont Airlines,06918,D,2,2,2021,3
-6512.50,-5383.07,0.00,0.00,,0.00,0.00,,19688.33,0.00,,356.38,13114.65,0.00,0.00,33159.36,22005.99,4993.88,288.30,0.00,0.00,7486.23,0.00,3768.03,0.00,38542.43,0.00,-1128.18,0.00,0.00,0.00,0.00,-1128.18,-6511.25,1.25,-6512.50,0.00,0.00,0.00,,0.00,21979,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",11057,I,1,1,2021,4
-6060.80,-6026.07,1278.69,0.00,,0.00,0.00,,5514.17,0.00,,0.00,81.62,0.00,0.00,6874.48,6933.12,2610.31,0.00,1244.21,15.31,1675.81,0.00,421.79,0.00,12900.55,-13.28,-21.45,0.00,0.00,0.00,0.00,-34.73,-6060.80,0.00,-6060.80,0.00,0.00,0.00,,0.00,21712,2HQ,Elite Airways LLC,2HQ,Elite Airways LLC,01200,D,2,2,2021,2
-5464.66,-5501.54,0.00,3830.25,,4441.28,0.00,,0.00,7840.67,,0.00,2244.85,0.00,3253.88,21610.93,9631.01,3779.39,,2872.55,,,1884.95,344.68,8599.90,27112.47,0.00,1.67,0.00,0.00,35.21,0.00,36.88,-5464.66,0.00,-5464.66,0.00,0.00,0.00,-5464.66,0.00,20108,NC,Northern Air Cargo Inc.,NC,Northern Air Cargo Inc.,11041,I,2,2,2021,2
-5453.77,-5379.92,0.00,4658.39,,2775.99,0.00,,0.00,8781.78,,0.00,574.21,0.00,1027.87,17818.24,6352.78,9047.72,0.00,2061.71,124.38,2142.05,0.00,3469.51,0.00,23198.16,0.00,0.00,0.00,0.00,0.00,-73.84,-73.84,-5453.77,0.00,-5453.77,0.00,0.00,0.00,,0.00,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,06699,D,2,2,2021,2
-5453.17,-5100.36,0.00,0.00,,0.00,0.00,,1115.80,0.00,,0.00,73.44,0.00,0.00,1189.24,894.12,447.70,268.24,1672.12,372.76,1296.65,72.79,960.94,304.26,6289.59,-352.81,0.00,0.00,0.00,0.00,0.00,-352.81,-5453.17,0.00,-5453.17,0.00,0.00,0.00,,0.00,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",01159,D,1,1,2021,2
-5305.60,-9495.78,6658.36,125.09,,8625.22,1106.41,,7507.11,0.00,,24.93,201.76,0.00,1710.46,25959.33,16213.57,3812.00,2846.56,4335.84,2405.96,3154.53,,2621.73,64.93,35455.11,-1656.92,-98.54,-9.45,-0.04,0.00,5829.32,4064.37,-5431.41,-125.81,-5305.60,0.00,0.00,0.00,,0.00,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,15375,P,3,3,2021,2
-5019.67,-13119.20,7203.41,0.00,,0.00,2349.89,,0.00,0.00,,247.38,207.72,0.00,2429.57,12437.97,16850.68,1474.42,1732.37,4175.11,847.89,130.78,0.00,345.92,0.00,25557.17,-106.10,-1214.96,0.00,0.00,0.00,8225.44,6904.37,-6214.83,-1195.16,-5019.67,0.00,0.00,0.00,,0.00,20436,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,16461,L,3,3,2021,1
-5013.07,-4713.49,0.00,0.00,,0.00,0.00,,4875.94,0.00,,0.00,382.24,0.00,0.00,5258.18,1401.53,597.52,318.30,3655.29,381.23,1543.91,101.92,1298.81,673.16,9971.67,-299.58,0.00,0.00,0.00,0.00,0.00,-299.58,-5013.07,0.00,-5013.07,0.00,0.00,0.00,,0.00,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",01159,D,1,1,2021,3
-4857.87,-4627.82,0.00,4768.46,,3257.73,0.00,,0.00,5905.69,,0.00,325.87,0.00,2550.78,16808.53,8309.84,2938.94,,2108.47,,,1488.51,499.65,6090.94,21436.35,0.00,0.00,0.00,0.00,-230.04,0.00,-230.04,-4857.87,0.00,-4857.87,0.00,0.00,0.00,-4857.87,0.00,20108,NC,Northern Air Cargo Inc.,NC,Northern Air Cargo Inc.,11041,I,2,2,2021,1
-4821.74,-4821.40,0.00,0.00,,0.00,0.00,,15436.88,0.00,,0.00,484.09,0.00,0.00,15920.97,15458.55,1288.88,1452.57,1017.68,0.00,1474.37,,50.32,0.00,20742.37,-2.19,0.00,-21.82,0.00,0.00,23.68,-0.34,-4821.74,0.00,-4821.74,0.00,0.00,0.00,,0.00,20405,N8,National Air Cargo Group Inc d/ba National Airlines,N8,National Air Cargo Group Inc d/ba National Airline,07029,D,2,2,2021,4
-4803.18,-4788.94,0.00,5506.86,,4978.77,0.00,,0.00,9300.22,,0.00,1364.32,0.00,3848.50,24998.66,10332.03,3864.38,,3673.13,,,2769.65,533.89,8614.53,29787.61,0.00,0.07,0.00,0.00,-14.30,0.00,-14.23,-4803.18,0.00,-4803.18,0.00,0.00,0.00,-4803.18,0.00,20108,NC,Northern Air Cargo Inc.,NC,Northern Air Cargo Inc.,11041,I,2,2,2021,3
-4060.00,-7890.00,98217.00,0.00,,-95.00,5326.00,,519.00,17.00,,5480.00,0.00,0.00,0.00,109465.00,49340.00,10779.00,12994.00,21228.00,7154.00,9454.00,,6406.00,0.00,117354.00,-1423.00,-169.00,0.00,0.00,190.00,895.00,-507.00,-8396.00,-4336.00,-4060.00,0.00,0.00,0.00,,0.00,19930,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,16031,L,3,3,2021,4
-3662.68,-3646.40,5763.54,0.00,,0.00,0.00,,0.00,0.00,,0.00,2.57,,0.54,5766.65,3342.56,1915.35,444.30,2166.30,0.38,1390.56,0.00,153.59,0.01,9413.05,0.00,0.02,-0.13,0.00,0.00,-1.10,-1.22,-3647.61,15.07,-3662.68,0.00,0.00,0.00,,0.00,20398,MQ,Envoy Air,MQ,Envoy Air,16820,L,3,3,2021,1
-3599.50,-3573.51,334.93,0.00,,0.00,0.00,,2047.23,0.00,,0.00,25.16,0.00,0.00,2407.31,2968.84,1337.14,0.00,440.97,8.61,853.96,,371.31,0.00,5980.82,-7.22,-18.77,0.00,0.00,0.00,0.00,-25.99,-3599.50,0.00,-3599.50,0.00,0.00,0.00,,0.00,21712,2HQ,Elite Airways LLC,2HQ,Elite Airways LLC,01200,D,2,2,2021,1
-3593.81,-1916.20,10890.81,0.00,,0.00,1525.90,,42.22,0.00,,0.00,1434.93,0.00,0.00,13893.85,7637.71,1498.94,0.00,0.00,0.00,0.00,6195.17,478.24,0.00,15810.06,0.00,-2359.30,0.00,0.00,0.00,681.70,-1677.61,-3593.81,0.00,-3593.81,0.00,0.00,0.00,,0.00,20401,3M,Silver Airways,3M,Silver Airways,06888,D,1,1,2021,4
-3441.15,-42062.08,157429.98,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,157429.98,93337.01,59529.70,16352.30,7979.55,0.00,15717.39,0.00,6576.10,0.00,199492.06,0.00,-112.39,0.00,0.00,1.52,38021.38,37910.50,-4151.58,-710.43,-3441.15,0.00,0.00,0.00,,0.00,20397,OH,PSA Airlines Inc.,OH,PSA Airlines Inc.,07028,D,2,2,2021,2
-3420.15,-3426.67,0.00,4212.20,,4965.02,0.00,,0.00,8087.20,,0.00,427.71,0.00,2689.33,20381.46,7085.27,8285.75,0.00,2468.91,154.20,1956.75,0.00,3857.25,0.00,23808.13,0.00,0.00,0.00,0.00,0.00,6.51,6.51,-3420.15,0.00,-3420.15,0.00,0.00,0.00,,0.00,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,06699,D,2,2,2021,3
-3189.57,-3189.57,0.00,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,375.00,375.00,1207.94,1414.50,0.00,0.00,0.00,0.00,936.67,5.47,0.00,3564.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3189.57,0.00,-3189.57,0.00,0.00,0.00,,0.00,21577,1TQ,Rhoades Aviation dba Transair,1TQ,Rhoades Aviation dba Transair,81001,D,1,1,2021,4
-3084.00,-36700.00,82608.00,123.00,,59602.00,1205.00,,0.00,72.00,,332.00,22855.00,0.00,1376.00,168173.00,100529.00,14934.00,14654.00,34245.00,11578.00,14393.00,,13463.00,1077.00,204873.00,-9124.00,-257.00,0.00,39.00,0.00,46396.00,37054.00,354.00,3438.00,-3084.00,0.00,0.00,0.00,,0.00,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10262,P,3,3,2021,2
-2971.84,-58883.46,127135.17,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,127135.17,89885.02,49723.46,14332.48,8611.09,0.00,16924.02,0.00,6542.55,0.00,186018.63,0.00,-156.31,0.00,0.00,3.59,55275.98,55123.26,-3760.20,-788.37,-2971.84,0.00,0.00,0.00,,0.00,20397,OH,PSA Airlines Inc.,OH,PSA Airlines Inc.,07028,D,2,2,2021,1
-2928.22,-2872.61,9573.22,0.00,,0.00,0.00,,0.00,0.00,,0.00,4.57,,0.88,9578.67,4236.80,2437.82,698.93,3103.17,0.96,1786.11,0.00,187.50,0.00,12451.28,0.00,0.00,0.25,0.00,0.00,-0.70,-0.46,-2873.06,55.16,-2928.22,0.00,0.00,0.00,,0.00,20398,MQ,Envoy Air,MQ,Envoy Air,16820,L,3,3,2021,2
-2800.80,-3243.51,11302.83,0.00,,0.00,0.00,,0.00,0.00,,0.00,2.13,,0.58,11305.55,5054.91,2745.96,563.22,3182.27,2.07,2818.12,0.00,182.38,0.13,14549.06,0.00,-0.01,-0.22,0.00,0.00,-0.57,-0.79,-3244.30,-443.50,-2800.80,0.00,0.00,0.00,,0.00,20398,MQ,Envoy Air,MQ,Envoy Air,16820,L,3,3,2021,3
-2793.38,-2061.53,,24465.86,,24887.24,,,,,,,,,,49353.10,18634.89,14212.35,,5610.31,1476.39,1930.13,,5678.12,3872.44,51414.63,-376.37,13.01,,-3.96,,-1.28,-368.61,-2430.14,363.24,,,,,,,20370,KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,06683,D,3,3,2021,2
-2533.16,-2413.21,0.00,2486.54,,1698.77,0.00,,0.00,3079.56,,0.00,169.93,0.00,1330.12,8764.91,2196.12,2774.35,,1099.47,,,776.20,1155.82,3176.16,11178.12,0.00,0.00,0.00,0.00,-119.96,0.00,-119.96,-2533.16,0.00,-2533.16,0.00,0.00,0.00,-2533.17,0.00,20108,NC,Northern Air Cargo Inc.,NC,Northern Air Cargo Inc.,06721,D,2,2,2021,1
-2186.62,-3718.09,8469.50,0.00,,0.00,1242.26,,103.13,0.00,,0.00,869.23,0.00,0.00,10684.11,5158.82,1407.88,0.00,0.00,0.00,0.00,7088.04,747.46,0.00,14402.20,0.00,-3135.55,0.00,0.00,0.00,4667.02,1531.47,-2186.62,0.00,-2186.62,0.00,0.00,0.00,,0.00,20401,3M,Silver Airways,3M,Silver Airways,06888,D,1,1,2021,1
