NET_INCOME,OP_PROFIT_LOSS,TRANS_REV_PAX,MAIL,TOTAL_PROPERTY,PROP_FREIGHT,PROP_BAG,TOTAL_CHARTER,CHARTER_PAX,CHARTER_PROP,TOTAL_MISC_REV,RES_CANCEL_FEES,MISC_OP_REV,PUB_SVC_REVENUE,TRANS_REVENUE,OP_REVENUES,FLYING_OPS,MAINTENANCE,PAX_SERVICE,AIRCFT_SERVICES,PROMOTION_SALES,GENERAL_ADMIN,GENERAL_SERVICES,DEPREC_AMORT,TRANS_EXPENSES,OP_EXPENSES,INTEREST_LONG_DEBT,INTEREST_EXP_OTH,FOREIGN_EX_GAINS,CAP_GAINS_PROP,CAP_GAINS_OTHER,OTHER_INCOME_NET,NON_OP_INCOME,INCOME_PRE_TAX,INCOME_TAX,INCOME_BEFORE_OTH,DISCONT_OPS,EXTRA_ITEMS,INCOME_TAX_EXTRA,INCOME_TAX_CREDITS,ACCTG_CHANGES,AIRLINE_ID,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER_GROUP_NEW,CARRIER_GROUP,YEAR,QUARTER
-272160.31,-319427.94,0.00,27154.29,,1162181.10,0.00,,0.00,0.00,,0.00,36988.12,0.00,66.80,1226390.31,868793.11,297617.61,0.00,149746.03,1479.60,37900.20,0.00,190281.69,0.00,1545818.25,0.00,1493.79,1045.77,-350.38,0.00,-18158.99,-15969.81,-335397.76,-63237.44,-272160.31,0.00,0.00,0.00,,0.00,19917,5X,United Parcel Service,5X,United Parcel Service,06910,D,3,3,2022,4
-268473.00,-145830.00,3819237.00,708.00,,39838.00,14357.00,,4248.00,0.00,,,625848.00,0.00,31182.00,4535418.00,1918990.00,412674.00,427215.00,904149.00,248721.00,426660.00,,313869.00,28970.00,4681248.00,-89521.00,8419.00,-361.00,0.00,,-136179.00,-217642.00,-363472.00,-94999.00,-268473.00,0.00,0.00,0.00,-268473.00,0.00,19393,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,06725,D,3,3,2022,1
-251882.34,16311.79,1575032.47,0.00,,146.76,113852.65,,117.31,0.00,,11940.58,4654.10,0.00,109881.97,1815625.83,919833.93,134041.92,151619.74,279088.90,93249.21,104505.21,,116356.08,619.05,1799314.04,-34566.21,4178.63,-454.24,-3399.48,-4541.71,-45661.67,-84444.68,-68132.90,183749.45,-251882.34,0.00,0.00,0.00,0.00,0.00,20409,B6,JetBlue Airways,B6,JetBlue Airways,06673,D,3,3,2022,4
-236831.38,-267513.28,655818.07,0.00,,0.00,229000.95,,0.00,0.00,,24603.71,305905.23,0.00,2068.41,1217396.37,655928.00,69693.96,56716.84,93488.51,40334.47,496782.29,0.00,71965.58,0.00,1484909.64,0.00,-27007.01,-166.08,0.00,0.00,-3073.88,-30246.97,-297760.24,-60928.87,-236831.38,0.00,0.00,0.00,,0.00,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,06830,D,3,3,2022,4
-213347.00,-373557.00,5124854.00,1070.00,,40957.00,15808.00,,3366.00,0.00,,,759742.00,0.00,34545.00,5980342.00,2598348.00,467750.00,441376.00,1071048.00,303299.00,1080677.00,,358606.00,32795.00,6353899.00,-65563.00,7300.00,-593.00,0.00,,155752.00,96896.00,-276661.00,-63314.00,-213347.00,0.00,0.00,0.00,-213347.00,0.00,19393,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,06725,D,3,3,2022,4
-208037.54,-208037.54,1176006.65,11573.46,,157257.88,11615.70,,0.00,0.00,,707.51,121392.36,0.00,33595.86,1512149.43,774133.04,216073.65,134707.86,199596.69,92656.21,218163.40,0.00,80140.96,4715.16,1720186.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-208037.54,0.00,-208037.54,0.00,0.00,0.00,,0.00,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10049,A,3,3,2022,4
-202056.50,-294743.38,1085952.11,0.00,,335.46,98803.97,,1257.29,0.00,,8485.49,3715.91,0.00,96875.44,1295425.68,722056.15,164132.94,141549.14,274684.57,76763.92,102901.98,,107654.69,425.67,1590169.06,-27760.13,2630.62,-809.10,1790.09,1835.83,1680.52,-20632.17,-315375.54,-113319.04,-202056.50,0.00,0.00,0.00,0.00,0.00,20409,B6,JetBlue Airways,B6,JetBlue Airways,06673,D,3,3,2022,1
-197645.12,-201365.97,716471.03,432.82,,44105.97,50045.39,,-237.07,,,1921.64,362.11,,96656.32,909758.21,445914.03,97619.11,99773.53,209090.53,50468.18,77212.72,,76151.30,54894.78,1111124.18,-57195.32,4026.51,26.84,,,3055.34,-50086.63,-251452.60,-53807.49,-197645.12,,,,-197645.12,,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10876,L,3,3,2022,1
-196479.40,-229332.85,0.00,44154.06,,1192519.25,0.00,,0.00,0.00,,0.00,12097.30,0.00,80.14,1248850.76,888451.23,326788.26,0.00,129387.54,1663.77,44085.96,0.00,87806.85,0.00,1478183.61,0.00,1014.96,551.74,-872.79,0.00,-18325.00,-17631.10,-246963.95,-50484.55,-196479.40,0.00,0.00,0.00,,0.00,19917,5X,United Parcel Service,5X,United Parcel Service,06910,D,3,3,2022,2
-192347.72,-161404.88,789831.95,7286.81,,243725.95,17048.88,,317.04,,,2125.18,417.46,,28176.05,1088929.32,529447.44,84169.40,150330.51,193056.31,61238.30,97448.89,,113571.52,21071.83,1250334.20,-90340.98,5208.91,-3281.31,,,5150.86,-83262.51,-244667.40,-52319.68,-192347.72,,,,-192347.72,,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10874,A,3,3,2022,1
-191317.00,-282098.00,,0.00,,834025.00,,,,1146.00,,,2321.00,,539295.00,1376787.00,450634.00,104997.00,,199669.00,29848.00,181701.00,,78554.00,613482.00,1658885.00,-379.00,3522.00,10580.00,0.00,,-2447.00,11276.00,-270822.00,-79505.00,-191317.00,,,,,,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16197,P,3,3,2022,4
-180380.70,-219881.58,0.00,46460.91,,1100807.47,0.00,,0.00,0.00,,0.00,30091.57,0.00,78.81,1177438.76,827551.29,320433.21,0.00,123195.61,1485.86,36120.29,0.00,88534.07,0.00,1397320.33,0.00,609.81,886.08,-883.40,0.00,-16432.84,-15820.35,-235701.93,-55321.23,-180380.70,0.00,0.00,0.00,,0.00,19917,5X,United Parcel Service,5X,United Parcel Service,06910,D,3,3,2022,3
-172077.89,-208172.48,0.00,35277.66,,1124134.91,0.00,,0.00,0.00,,0.00,11556.77,0.00,82.79,1171052.13,727442.33,339545.93,0.00,145194.81,1955.18,73601.14,0.00,91485.23,0.00,1379224.61,0.00,1154.47,2496.44,-1846.53,0.00,-17585.79,-15781.42,-223953.90,-51876.01,-172077.89,0.00,0.00,0.00,,0.00,19917,5X,United Parcel Service,5X,United Parcel Service,06910,D,3,3,2022,1
-166471.29,-180805.17,416548.71,0.00,,0.00,166115.69,,0.00,0.00,,24339.56,218673.77,0.00,1376.39,827054.13,528288.54,60448.84,52157.21,82897.10,30225.20,188698.98,0.00,65143.44,0.00,1007859.29,0.00,-27488.45,-271.92,0.00,0.00,-85.50,-27845.87,-208651.03,-42179.75,-166471.29,0.00,0.00,0.00,,0.00,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,06830,D,3,3,2022,1
-138759.00,-113752.00,,0.00,,968901.00,,,,0.00,,,2352.00,,564688.00,1535941.00,468707.00,118978.00,,200362.00,29460.00,124589.00,,73786.00,633811.00,1649693.00,-979.00,2226.00,-17184.00,0.00,,-44946.00,-60883.00,-174635.00,-35876.00,-138759.00,,,,,,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16197,P,3,3,2022,3
-131313.60,-8297.12,108448.98,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,108448.98,41907.62,39898.03,5435.61,349.77,0.00,12642.46,0.00,16512.61,0.00,116746.10,0.00,-8505.91,0.00,0.00,0.00,-114510.57,-123016.48,-131313.60,0.00,-131313.60,0.00,0.00,0.00,,0.00,20378,YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,06689,D,2,2,2022,3
-111638.63,-54105.62,1635705.25,0.00,,389.19,121809.99,,81.58,0.00,,13113.86,4856.84,0.00,107825.75,1883782.45,1005468.06,174760.14,149480.26,293434.14,102016.67,103986.77,,108059.78,682.26,1937888.08,-30907.63,3129.45,-541.60,-207.42,-3986.84,-3007.69,-35521.72,-89627.35,22011.28,-111638.63,0.00,0.00,0.00,0.00,0.00,20409,B6,JetBlue Airways,B6,JetBlue Airways,06673,D,3,3,2022,2
-106874.79,-129329.33,350639.61,5044.13,,20719.04,16735.57,,3543.29,0.00,,304.37,3732.77,0.00,34109.39,434828.18,230414.00,71393.43,56226.48,85555.57,29247.17,58025.41,,31571.92,1723.53,564157.51,-20646.62,-1064.47,10860.52,-17.27,-6.49,4350.08,-6524.26,-135853.59,-28978.79,-106874.79,0.00,0.00,0.00,,0.00,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,05375,D,3,3,2022,1
-105399.00,-85064.00,557736.00,0.00,,19660.00,25755.00,,429.00,594.00,,2607.00,97908.00,0.00,32708.00,737397.00,322549.00,90313.00,73446.00,141515.00,54099.00,55246.00,,55338.00,29955.00,822461.00,-24872.00,-446.00,0.00,211.00,0.00,-19124.00,-44231.00,-129295.00,-23896.00,-105399.00,0.00,0.00,0.00,,0.00,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10260,L,3,3,2022,1
-100357.00,-79370.00,495951.00,8388.00,,112548.00,18778.00,,3599.00,613.00,,1751.00,96384.00,0.00,1461.00,739473.00,369235.00,70869.00,75797.00,146043.00,55831.00,57014.00,,42716.00,1338.00,818843.00,-25668.00,-460.00,0.00,217.00,0.00,-19736.00,-45647.00,-125017.00,-24660.00,-100357.00,0.00,0.00,0.00,,0.00,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10261,A,3,3,2022,1
-98703.98,-99157.87,144344.85,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,144344.85,126455.10,70466.05,26537.71,754.55,0.00,16939.62,0.00,2349.69,0.00,243502.72,290.61,0.00,0.00,0.00,0.00,163.28,453.89,-98703.98,0.00,-98703.98,0.00,0.00,0.00,,0.00,20363,9E,Endeavor Air Inc.,9E,Endeavor Air Inc.,07024,D,2,2,2022,4
-87886.00,-102325.00,,0.00,,145189.00,,,,0.00,,,16652.00,,184420.00,346261.00,71116.00,14194.00,,90171.00,18156.00,44054.00,,14127.00,196768.00,448586.00,719.00,999.00,3001.00,0.00,,-23418.00,-18699.00,-121024.00,-33138.00,-87886.00,,,,,,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16195,L,3,3,2022,4
-86799.00,-91749.00,,0.00,,145190.00,,,,0.00,,,16887.00,,173205.00,335282.00,77649.00,16348.00,,82872.00,20084.00,34212.00,,15954.00,179912.00,427031.00,-430.00,611.00,-4719.00,0.00,,-22275.00,-26813.00,-118562.00,-31763.00,-86799.00,,,,,,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16195,L,3,3,2022,3
-86702.72,-108357.65,252815.90,0.00,,0.00,119405.83,,0.00,0.00,,51618.71,3789.73,0.00,118874.53,546504.70,401105.44,42884.57,39638.42,97861.97,29461.53,32632.59,0.00,11277.81,0.00,654862.34,-911.72,-5723.69,0.00,0.00,0.00,0.00,-6635.41,-114993.05,-28290.33,-86702.72,0.00,0.00,0.00,,0.00,20436,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,06460,D,3,3,2022,1
-83218.00,-58989.57,449910.98,0.00,,136.40,42689.63,,210.20,0.00,,4595.89,1702.13,0.00,37788.70,537033.92,321505.35,51760.88,46998.83,82218.23,29271.48,28420.56,,35637.06,211.11,596023.49,-8601.95,968.36,-167.71,141.12,-10.16,-150.36,-7820.71,-66810.28,16407.72,-83218.00,0.00,0.00,0.00,0.00,0.00,20409,B6,JetBlue Airways,B6,JetBlue Airways,16673,L,3,3,2022,2
-76411.00,-241310.00,1043648.00,9870.00,,19221.00,58762.00,,4722.00,213.00,,37646.00,31556.00,2729.00,362537.00,1570903.00,632621.00,157947.00,148720.00,253093.00,87100.00,121047.00,,77174.00,334512.00,1812213.00,-17324.00,-1382.00,0.00,-1493.00,136593.00,17922.00,134318.00,-106992.00,-30581.00,-76411.00,0.00,0.00,0.00,,0.00,19930,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,06031,D,3,3,2022,1
-74969.00,-66880.00,,0.00,,143303.00,,,,810.00,,,15580.00,,167917.00,327610.00,61542.00,12634.00,,79457.00,15474.00,40386.00,,16214.00,168783.00,394490.00,-1530.00,-351.00,-950.00,0.00,,-19979.00,-22810.00,-89690.00,-14721.00,-74969.00,,,,,,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16195,L,3,3,2022,1
-67073.00,-86641.00,,0.00,,158562.00,,,,1150.00,,,17611.00,,185285.00,362608.00,75047.00,13740.00,,95869.00,17923.00,41919.00,,16166.00,188585.00,449249.00,-719.00,5172.00,-5431.00,0.00,,-9937.00,-10915.00,-97556.00,-30483.00,-67073.00,,,,,,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16195,L,3,3,2022,2
-64221.36,-64194.89,161026.56,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,161026.56,103134.21,78454.23,25585.03,802.18,0.00,14444.01,0.00,2801.79,0.00,225221.45,-191.29,0.00,0.00,0.00,0.00,164.82,-26.47,-64221.36,0.00,-64221.36,0.00,0.00,0.00,,0.00,20363,9E,Endeavor Air Inc.,9E,Endeavor Air Inc.,07024,D,2,2,2022,3
-63853.00,-75211.00,94029.00,0.00,,0.00,0.00,,0.00,0.00,,0.00,46.00,0.00,0.00,94075.00,20603.00,31147.00,7844.00,7349.00,0.00,85425.00,0.00,16919.00,0.00,169286.00,-4290.00,-781.00,0.00,-488.00,0.00,181.00,-5378.00,-80589.00,-16736.00,-63853.00,0.00,0.00,0.00,,0.00,19687,QX,Horizon Air,QX,Horizon Air,06580,D,2,2,2022,1
-63278.30,-63069.56,171860.07,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,171860.07,112673.77,82512.49,21042.92,651.37,0.00,15243.19,0.00,2805.88,0.00,234929.62,-263.68,0.00,0.00,0.00,0.00,54.94,-208.75,-63278.30,0.00,-63278.30,0.00,0.00,0.00,,0.00,20363,9E,Endeavor Air Inc.,9E,Endeavor Air Inc.,07024,D,2,2,2022,2
-62394.43,-36855.21,517944.85,151.64,,22431.52,15802.09,,2227.52,0.00,,894.56,4215.80,0.00,35643.67,599311.65,287463.37,81912.52,59385.76,85819.18,34902.15,54065.81,,31123.42,1494.65,636166.86,-16211.29,-892.26,-12016.11,-21.19,51.88,-6375.35,-35464.33,-72319.54,-9925.11,-62394.43,0.00,0.00,0.00,,0.00,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,05375,D,3,3,2022,4
-62381.25,-62381.25,1842919.34,12511.81,,186418.66,14414.37,,0.00,0.00,,1277.82,159860.84,0.00,42261.68,2259664.50,1061076.77,266168.59,180083.64,270413.46,123475.09,311368.96,0.00,103811.62,5647.64,2322045.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-62381.25,0.00,-62381.25,0.00,0.00,0.00,,0.00,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10049,A,3,3,2022,3
-60522.90,-41833.59,223053.16,17047.87,,224657.49,3002.81,,,,,613.15,121.07,,13412.57,481908.13,234922.87,33854.93,61185.14,68250.87,30877.75,42786.82,,45989.08,5874.25,523741.71,-39686.14,1951.26,1237.93,,,1260.76,-35236.20,-77069.78,-16546.88,-60522.90,,,,-60522.90,,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10877,P,3,3,2022,1
-59154.00,-147669.00,,0.00,,997830.00,,,,528.00,,,1716.00,,609867.00,1609941.00,494614.00,114546.00,,220860.00,35371.00,178518.00,,74487.00,639214.00,1757610.00,-3051.00,19330.00,-20298.00,0.00,,49750.00,45731.00,-101938.00,-42784.00,-59154.00,,,,,,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16197,P,3,3,2022,2
-57322.67,-57322.67,61874.19,4303.66,,57787.19,952.17,,0.00,0.00,,62.31,7461.36,0.00,1806.27,134247.14,87767.56,22357.81,14212.91,22417.26,7910.01,27315.35,0.00,9222.46,366.45,191569.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-57322.67,0.00,-57322.67,0.00,0.00,0.00,,0.00,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10052,P,3,3,2022,1
-52657.11,-74846.23,343371.37,0.00,,125.75,37036.56,,626.59,0.00,,3180.78,1392.90,0.00,36313.65,422047.60,229733.36,49190.82,46318.60,80713.14,24877.72,31043.78,,34878.28,138.14,496893.82,-9063.92,853.69,-262.72,771.98,-22.22,380.70,-7342.49,-82188.72,-29531.61,-52657.11,0.00,0.00,0.00,0.00,0.00,20409,B6,JetBlue Airways,B6,JetBlue Airways,16673,L,3,3,2022,1
-50247.92,-7006.59,107526.58,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,107526.58,40338.18,42471.52,6269.61,-78.18,0.00,8241.65,0.00,17290.40,0.00,114533.18,0.00,-6718.74,0.00,0.00,0.00,-36522.59,-43241.33,-50247.92,0.00,-50247.92,0.00,0.00,0.00,,0.00,20378,YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,06689,D,2,2,2022,1
-48355.95,66509.99,2135189.76,8551.28,,242039.59,28348.03,,,,,4181.35,587.59,,61750.85,2480648.44,1190528.00,162622.33,260844.53,303041.13,130201.11,159258.69,,178027.66,29614.99,2414138.45,-123247.61,14989.07,-20612.82,,,-4712.03,-133583.39,-67073.40,-18717.44,-48355.95,,,,-48355.95,,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10874,A,3,3,2022,2
-44702.39,-38666.75,668253.53,0.00,,0.00,203842.00,,0.00,0.00,,24566.67,267211.48,0.00,1872.42,1165746.10,692559.53,60178.94,52176.31,83311.02,41561.78,209397.18,0.00,65228.08,0.00,1204412.85,0.00,-18668.91,-247.33,0.00,0.00,-5.12,-18921.36,-57588.11,-12885.72,-44702.39,0.00,0.00,0.00,,0.00,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,06830,D,3,3,2022,2
-42624.73,-13744.39,979756.98,523.53,,49400.27,56293.01,,518.23,,,1924.82,283.74,,105808.02,1194508.59,557501.31,104616.20,89973.26,194159.79,62451.90,74871.33,,64744.05,59935.14,1208252.98,-45295.93,6507.12,-4105.84,,,-2775.36,-45670.01,-59414.40,-16789.67,-42624.73,,,,-42624.73,,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10876,L,3,3,2022,2
-41418.75,-41418.75,163919.25,1285.69,,16885.72,1517.98,,0.00,0.00,,100.74,19384.10,0.00,5291.25,208384.73,109258.36,31961.88,20163.46,29723.47,13693.31,32304.46,0.00,11977.65,720.91,249803.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-41418.75,0.00,-41418.75,0.00,0.00,0.00,,0.00,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10052,P,3,3,2022,4
-34382.17,-34069.04,167104.84,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,167104.84,87875.17,72680.76,20908.73,562.48,0.00,16593.33,0.00,2553.41,0.00,201173.88,-307.97,0.00,0.00,0.00,0.00,-5.13,-313.10,-34382.14,0.03,-34382.17,0.00,0.00,0.00,,0.00,20363,9E,Endeavor Air Inc.,9E,Endeavor Air Inc.,07024,D,2,2,2022,1
-33833.05,-38216.18,93688.30,0.00,,0.00,32714.42,,0.00,0.00,,3514.82,43700.75,0.00,295.49,173913.77,93704.00,9956.28,8102.41,13355.50,5762.07,70968.90,0.00,10280.80,0.00,212129.95,0.00,-3858.15,-23.73,0.00,0.00,-439.13,-4321.00,-42537.18,-8704.12,-33833.05,0.00,0.00,0.00,,0.00,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,16831,L,3,3,2022,4
-32437.51,-43729.95,526140.62,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,33600.74,9874.99,569616.36,305269.93,181761.83,45911.74,31225.26,414.96,3349.09,0.00,45413.50,0.00,613346.31,-4246.73,0.00,0.00,4093.30,0.00,943.23,789.80,-42940.15,-10502.64,-32437.51,0.00,0.00,0.00,,0.00,20304,OO,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,06700,D,3,3,2022,4
-31502.07,-31513.05,649554.34,0.00,,0.00,206320.52,,0.00,0.00,,24235.57,281201.35,0.00,1881.50,1163193.29,659821.72,62800.59,53434.29,87853.82,41035.43,222053.54,0.00,67706.95,0.00,1194706.34,0.00,-10479.77,-353.33,0.00,0.00,4.33,-10828.77,-42341.82,-10839.75,-31502.07,0.00,0.00,0.00,,0.00,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,06830,D,3,3,2022,3
-31343.62,-28410.63,1569031.41,0.00,,259.83,114890.72,,0.00,0.00,,12484.56,6007.40,0.00,104186.08,1806860.00,902251.68,190188.71,146800.59,271568.31,101447.04,112317.58,,110112.45,584.28,1835270.63,-34672.76,3484.19,-341.23,445.10,37.30,1779.49,-29267.92,-57678.55,-26334.93,-31343.62,0.00,0.00,0.00,0.00,0.00,20409,B6,JetBlue Airways,B6,JetBlue Airways,06673,D,3,3,2022,3
-28459.23,-28459.23,84858.65,1170.26,,17895.59,1078.40,,0.00,0.00,,57.27,9617.51,0.00,2331.70,117009.37,67343.85,16268.25,11310.14,16958.47,7997.31,18432.83,0.00,6788.74,369.02,145468.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-28459.23,0.00,-28459.23,0.00,0.00,0.00,,0.00,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10052,P,3,3,2022,2
