Date,Open,High,Low,Close,Adj Close,Volume
2023-01-03,38.220001,38.250000,36.820000,37.209999,37.209999,8149600
2023-01-04,37.619999,39.849998,37.560001,39.720001,39.720001,8743700
2023-01-05,39.599998,41.270000,39.430000,41.240002,41.240002,8292700
2023-01-06,41.410000,42.279999,41.049999,42.240002,42.240002,7728200
2023-01-09,42.570000,44.189999,42.259998,43.349998,43.349998,10072200
2023-01-10,43.040001,45.759998,43.040001,45.750000,45.750000,10584300
2023-01-11,45.490002,47.779999,45.410000,47.709999,47.709999,16692500
2023-01-12,48.610001,51.320000,48.560001,51.299999,51.299999,21249700
2023-01-13,49.689999,51.709999,49.660000,51.650002,51.650002,15893600
2023-01-17,51.099998,51.590000,49.939999,51.200001,51.200001,20025400
2023-01-18,53.099998,53.259998,48.520000,48.860001,48.860001,31617600
2023-01-19,48.290001,48.580002,46.880001,48.369999,48.369999,15602000
2023-01-20,48.669998,49.680000,48.419998,49.459999,49.459999,9431800
2023-01-23,49.470001,49.869999,48.799999,49.279999,49.279999,7375100
2023-01-24,49.020000,50.290001,48.869999,49.299999,49.299999,5412200
2023-01-25,49.090000,50.860001,49.040001,50.279999,50.279999,8658000
2023-01-26,50.400002,50.689999,48.799999,49.450001,49.450001,7688900
2023-01-27,49.340000,49.599998,48.630001,48.730000,48.730000,6500100
2023-01-30,48.299999,49.439999,48.090000,48.209999,48.209999,6112400
2023-01-31,48.400002,49.240002,47.980000,48.959999,48.959999,5352300
2023-02-01,48.840000,50.259998,48.279999,50.220001,50.220001,7826600
2023-02-02,50.470001,52.340000,50.340000,52.310001,52.310001,11135500
2023-02-03,51.849998,52.130001,50.959999,51.119999,51.119999,6959200
2023-02-06,50.360001,51.130001,50.169998,50.919998,50.919998,4996900
2023-02-07,50.869999,51.090000,49.540001,50.750000,50.750000,4854400
2023-02-08,50.980000,51.299999,49.380001,50.770000,50.770000,7367400
2023-02-09,50.980000,51.290001,49.610001,49.820000,49.820000,5215700
2023-02-10,49.119999,49.349998,48.400002,48.860001,48.860001,6144100
2023-02-13,48.869999,49.400002,48.630001,49.189999,49.189999,4356400
2023-02-14,49.049999,50.299999,48.849998,50.060001,50.060001,6199600
2023-02-15,49.330002,50.169998,49.150002,49.910000,49.910000,3673900
2023-02-16,49.509998,49.720001,48.779999,48.990002,48.990002,5472300
2023-02-17,48.980000,49.799999,48.349998,49.630001,49.630001,4860500
2023-02-21,49.090000,49.389999,47.810001,48.200001,48.200001,5385600
2023-02-22,48.070000,48.930000,47.770000,48.779999,48.779999,4622100
2023-02-23,49.480000,51.450001,49.349998,50.580002,50.580002,8536100
2023-02-24,49.500000,50.250000,49.070000,50.209999,50.209999,5340000
2023-02-27,50.669998,51.520000,50.540001,50.700001,50.700001,4914300
2023-02-28,50.599998,52.330002,50.580002,51.959999,51.959999,6279700
2023-03-01,51.669998,52.540001,51.520000,52.389999,52.389999,4876100
2023-03-02,51.900002,52.610001,51.480000,52.560001,52.560001,3258800
2023-03-03,53.200001,53.860001,52.669998,53.060001,53.060001,6189300
2023-03-06,53.230000,53.560001,52.290001,52.439999,52.439999,4501600
2023-03-07,53.180000,55.040001,52.869999,54.009998,54.009998,9884500
2023-03-08,54.230000,54.470001,53.570000,54.259998,54.259998,4875700
