Date,Open,High,Low,Close,Adj Close,Volume
2023-01-03,69.370003,70.779999,68.309998,69.120003,68.722343,222000
2023-01-04,70.269997,75.610001,70.269997,74.650002,74.220528,251900
2023-01-05,74.160004,75.489998,72.949997,74.089996,73.663742,151200
2023-01-06,74.480003,75.610001,73.129997,75.389999,74.956268,208000
2023-01-09,76.889999,78.940002,76.150002,77.360001,76.914940,139400
2023-01-10,77.160004,80.209999,77.160004,80.120003,79.659058,156900
2023-01-11,77.820000,81.790001,77.059998,78.750000,78.296936,196700
2023-01-12,79.970001,81.300003,78.160004,81.099998,80.633415,280900
2023-01-13,78.959999,80.470001,78.529999,79.260002,78.804008,216500
2023-01-17,79.360001,80.790001,78.059998,80.709999,80.245659,149800
2023-01-18,82.000000,83.150002,79.239998,79.989998,79.529800,200700
2023-01-19,78.860001,81.650002,78.860001,81.250000,80.782555,141500
2023-01-20,82.300003,86.839996,81.059998,85.519997,85.027985,337300
2023-01-23,86.000000,86.500000,83.169998,83.650002,83.168747,216400
2023-01-24,83.430000,85.360001,83.040001,83.599998,83.119034,122500
2023-01-25,82.809998,84.410004,82.000000,84.300003,83.815010,104500
2023-01-26,85.199997,85.870003,82.500000,84.260002,83.775238,139900
2023-01-27,83.839996,86.309998,83.660004,86.209999,85.714020,162300
2023-01-30,84.089996,86.110001,83.650002,85.160004,84.670067,175900
2023-01-31,85.099998,86.309998,84.019997,86.029999,85.535057,218400
2023-02-01,85.120003,85.370003,81.779999,84.389999,83.904488,422200
2023-02-02,97.000000,103.470001,93.959999,102.250000,101.661743,608400
2023-02-03,100.000000,101.690002,97.790001,100.669998,100.090828,349500
2023-02-06,99.290001,100.480003,96.599998,96.709999,96.153610,237600
2023-02-07,96.620003,99.599998,95.900002,99.339996,98.768478,210700
2023-02-08,98.500000,99.220001,96.019997,96.209999,95.656487,132400
2023-02-09,97.570000,97.570000,92.860001,94.010002,93.469147,228600
2023-02-10,92.779999,92.849998,89.379997,90.980003,90.456581,197900
2023-02-13,90.839996,92.730003,90.089996,92.629997,92.097084,120000
2023-02-14,92.309998,96.779999,90.739998,95.360001,94.811378,250500
2023-02-15,95.360001,103.230003,95.050003,103.080002,102.486969,359100
2023-02-16,101.000000,102.239998,100.000000,100.760002,100.180313,234100
2023-02-17,101.050003,101.050003,99.779999,100.400002,99.822388,201500
2023-02-21,98.839996,99.269997,96.540001,97.330002,96.770050,147000
2023-02-22,97.239998,99.589996,96.500000,98.699997,98.132156,155600
2023-02-23,100.080002,102.760002,99.419998,101.610001,101.025421,180300
2023-02-24,99.250000,101.300003,98.089996,100.940002,100.359276,144500
2023-02-27,102.190002,103.739998,100.639999,101.150002,100.568069,178400
2023-02-28,100.919998,104.209999,100.410004,102.550003,101.960014,190300
2023-03-01,102.650002,104.629997,101.300003,103.169998,102.576447,183000
2023-03-02,101.889999,104.349998,100.800003,103.730003,103.133224,132000
2023-03-03,104.739998,105.510002,103.410004,104.360001,103.759598,159000
2023-03-06,105.000000,105.000000,100.180000,100.849998,100.269791,172100
2023-03-07,101.589996,104.309998,101.220001,103.550003,102.954262,182500
2023-03-08,103.599998,104.120003,101.410004,104.019997,103.421555,162700
2023-03-09,103.949997,104.099998,99.360001,100.769997,100.190254,207100
2023-03-10,98.150002,98.879997,93.820000,96.059998,95.507347,322200
2023-03-13,91.419998,93.650002,89.510002,91.050003,90.526176,276000
2023-03-14,94.139999,94.989998,91.000000,92.320000,91.788872,174800
2023-03-15,88.970001,89.889999,83.500000,85.290001,84.799316,305400
2023-03-16,84.349998,87.089996,83.290001,86.370003,85.873100,208700
2023-03-17,84.660004,84.660004,80.110001,80.879997,80.414680,622200
2023-03-20,81.150002,85.000000,80.900002,82.820000,82.343521,301800
2023-03-21,85.419998,85.809998,84.269997,84.419998,83.934319,174600
2023-03-22,84.629997,84.629997,81.489998,81.489998,81.021172,169100
2023-03-23,82.320000,83.550003,79.470001,80.870003,80.404747,147100
2023-03-24,79.519997,82.300003,78.360001,82.250000,81.776802,198100
2023-03-27,83.489998,85.480003,82.099998,84.610001,84.123222,205500
2023-03-28,83.980003,86.000000,83.029999,86.000000,85.505226,146000
2023-03-29,87.480003,88.860001,87.019997,88.660004,88.149925,159700
2023-03-30,90.050003,90.910004,89.019997,89.309998,88.796181,144100
2023-03-31,90.059998,92.540001,89.320000,91.980003,91.450829,143100
2023-04-03,91.269997,91.940002,88.410004,90.750000,90.227898,119500
2023-04-04,91.440002,91.440002,88.430000,90.370003,89.850090,113000
2023-04-05,89.839996,89.839996,86.910004,87.480003,86.976715,212300
2023-04-06,88.470001,90.320000,87.180000,90.099998,89.581642,121000
2023-04-10,90.099998,93.279999,90.099998,92.650002,92.116974,203100
2023-04-11,93.449997,97.220001,92.410004,97.019997,96.461823,147500
2023-04-12,97.699997,97.830002,92.180000,94.160004,93.618286,143200
2023-04-13,95.230003,96.040001,93.480003,95.730003,95.179253,214200
2023-04-14,96.150002,97.970001,95.160004,96.059998,95.507347,142400
2023-04-17,96.120003,98.529999,95.459999,97.910004,97.346710,131600
2023-04-18,98.699997,99.250000,97.389999,98.540001,97.973083,112100
2023-04-19,97.699997,101.970001,97.410004,101.510002,100.926003,136900
2023-04-20,100.089996,101.410004,99.459999,101.129997,100.548180,142000
2023-04-21,101.129997,101.639999,98.809998,100.489998,99.911865,142500
2023-04-24,100.529999,102.199997,99.650002,100.809998,100.230019,144600
2023-04-25,99.269997,101.620003,98.610001,99.919998,99.345146,193400
2023-04-26,99.809998,101.800003,97.029999,97.500000,96.939064,146000
2023-04-27,97.500000,98.639999,95.610001,97.550003,96.988785,367000
2023-04-28,97.410004,104.839996,97.400002,103.910004,103.312195,249800
2023-05-01,99.650002,100.870003,96.580002,98.010002,97.446136,389300
2023-05-02,97.290001,99.580002,96.610001,97.529999,96.968895,301100
2023-05-03,106.489998,114.349998,106.250000,109.029999,108.402733,428100
2023-05-04,109.000000,110.000000,101.419998,102.669998,102.079323,281500
2023-05-05,104.680000,108.800003,104.680000,106.849998,106.235275,222200
2023-05-08,107.250000,107.250000,103.239998,104.570000,103.968391,153300
2023-05-09,103.699997,105.949997,102.769997,104.720001,104.117531,131700
2023-05-10,106.989998,106.989998,101.720001,103.620003,103.023857,153300
2023-05-11,102.570000,102.760002,99.889999,100.379997,99.802498,262100
2023-05-12,100.529999,101.059998,97.089996,98.669998,98.102333,170600
2023-05-15,99.889999,100.639999,98.470001,99.699997,99.126404,124700
2023-05-16,98.480003,100.050003,97.589996,98.419998,97.853775,144800
2023-05-17,99.610001,105.129997,99.610001,103.849998,103.252533,195800
2023-05-18,103.720001,103.870003,101.910004,103.400002,102.805122,104500
2023-05-19,104.260002,104.260002,99.199997,99.860001,99.285492,248800
2023-05-22,100.360001,100.379997,98.690002,99.440002,98.867905,152500
2023-05-23,99.419998,102.959999,99.379997,100.559998,99.981461,120800
2023-05-24,99.290001,100.290001,97.489998,98.290001,97.724525,144700
2023-05-25,98.290001,100.550003,97.879997,98.949997,98.380722,80100
2023-05-26,98.800003,101.029999,98.800003,99.860001,99.285492,188300
2023-05-30,100.459999,101.610001,97.639999,97.760002,97.197571,194900
2023-05-31,99.169998,99.940002,95.660004,97.489998,96.929123,179900
