NET_INCOME,OP_PROFIT_LOSS,TRANS_REV_PAX,MAIL,TOTAL_PROPERTY,PROP_FREIGHT,PROP_BAG,TOTAL_CHARTER,CHARTER_PAX,CHARTER_PROP,TOTAL_MISC_REV,RES_CANCEL_FEES,MISC_OP_REV,PUB_SVC_REVENUE,TRANS_REVENUE,OP_REVENUES,FLYING_OPS,MAINTENANCE,PAX_SERVICE,AIRCFT_SERVICES,PROMOTION_SALES,GENERAL_ADMIN,GENERAL_SERVICES,DEPREC_AMORT,TRANS_EXPENSES,OP_EXPENSES,INTEREST_LONG_DEBT,INTEREST_EXP_OTH,FOREIGN_EX_GAINS,CAP_GAINS_PROP,CAP_GAINS_OTHER,OTHER_INCOME_NET,NON_OP_INCOME,INCOME_PRE_TAX,INCOME_TAX,INCOME_BEFORE_OTH,DISCONT_OPS,EXTRA_ITEMS,INCOME_TAX_EXTRA,INCOME_TAX_CREDITS,ACCTG_CHANGES,AIRLINE_ID,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER_GROUP_NEW,CARRIER_GROUP,YEAR,QUARTER
115.91,-94.27,615.40,0.00,,0.00,0.00,,0.00,0.00,,0.00,-4.89,0.00,0.00,610.51,222.68,209.59,67.01,7.00,0.00,31.96,0.00,166.54,0.00,704.78,-37.94,-1.42,0.00,0.00,0.00,289.29,249.92,155.65,39.74,115.91,0.00,0.00,0.00,,0.00,20452,YX,Republic Airline,YX,Republic Airline,11029,L,3,3,2020,3
126.80,615.36,0.00,0.00,,0.00,0.00,,11930.62,0.00,,34.72,4018.24,0.00,0.00,15983.58,10966.46,2347.49,0.00,0.00,0.00,1835.53,0.00,218.74,0.00,15368.22,-188.57,-89.02,0.00,0.00,0.00,0.00,-277.59,337.76,210.96,126.80,0.00,0.00,0.00,,0.00,21979,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",11057,I,1,1,2020,4
165.08,183.92,,,,,,,,3131.19,,,,,,3131.19,1043.87,616.31,,,,,498.82,705.42,82.84,2947.26,-16.19,,,,,-2.65,-18.84,165.08,,,,,,,,20372,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,16770,I,1,1,2020,3
170.58,167.85,0.00,0.00,,0.00,0.00,,0.00,5756.24,,0.00,63.76,0.00,0.00,5820.00,3550.05,862.85,0.00,0.00,0.00,0.00,980.19,259.07,0.00,5652.15,0.00,-77.34,0.00,0.00,0.00,16.49,-60.85,107.00,-63.58,170.58,0.00,0.00,0.00,,0.00,20166,GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,06565,D,1,1,2020,1
174.60,174.60,0.00,0.00,,0.00,0.00,,4.98,0.00,,0.00,0.00,0.00,861.16,866.14,0.00,0.00,0.00,0.00,0.00,0.00,5.14,0.00,686.41,691.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,174.60,0.00,174.60,0.00,0.00,0.00,,0.00,21652,27Q,"Jet Aviation Flight Services, Inc.",27Q,"Jet Aviation Flight Services, Inc.",11046,I,1,1,2020,2
212.42,212.42,0.00,0.00,,0.00,0.00,,7.62,0.00,,0.00,0.00,0.00,851.72,859.34,0.00,0.00,0.00,0.00,0.00,0.00,6.67,0.00,640.25,646.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,212.42,0.00,212.42,0.00,0.00,0.00,,0.00,21652,27Q,"Jet Aviation Flight Services, Inc.",27Q,"Jet Aviation Flight Services, Inc.",11046,I,1,1,2020,3
260.62,144.09,2953.68,0.00,,0.00,0.00,,0.00,0.00,,0.00,-10.86,0.00,0.00,2942.82,777.78,876.34,207.39,31.26,0.00,299.71,0.00,606.24,0.00,2798.72,-129.58,-5.90,0.00,0.00,0.00,376.83,241.35,385.44,124.82,260.62,0.00,0.00,0.00,,0.00,20452,YX,Republic Airline,YX,Republic Airline,11029,L,3,3,2020,4
295.45,-1227.31,2800.22,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,2800.22,1478.46,1171.39,219.17,21.71,0.00,346.00,0.00,790.79,0.00,4027.53,0.00,-418.45,0.00,0.00,0.00,1941.21,1522.76,295.45,0.00,295.45,0.00,0.00,0.00,,0.00,20378,YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,11022,L,2,2,2020,2
295.87,1435.83,0.00,0.00,,0.00,0.00,,27838.12,0.00,,81.01,9375.88,0.00,0.00,37295.01,25588.41,5477.46,0.00,0.00,0.00,4282.91,0.00,510.39,0.00,35859.18,-440.00,-207.71,0.00,0.00,0.00,0.00,-647.71,788.12,492.25,295.87,0.00,0.00,0.00,,0.00,21979,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,D,1,1,2020,4
301.61,507.72,9340.03,0.00,,0.00,0.00,,0.00,0.00,,0.00,1.13,,0.68,9341.83,3451.38,1578.35,416.49,1955.41,0.62,1288.45,0.00,143.40,0.00,8834.11,0.00,-0.01,0.13,0.00,0.00,-10.66,-10.54,497.19,195.58,301.61,0.00,0.00,0.00,,0.00,20398,MQ,Envoy Air,MQ,Envoy Air,16820,L,3,3,2020,4
318.64,287.00,,5687.41,,1649.68,,,,901.39,,,,,,8238.48,3464.55,2057.23,,616.90,,662.13,,1150.67,,7951.49,,,,,,31.65,31.65,318.64,,318.64,,,,,,20177,PFQ,Asia Pacific,PFQ,Asia Pacific,16070,I,1,1,2020,1
321.69,343.69,0.00,0.00,,0.00,0.00,,2647.47,0.00,,414.44,0.00,0.00,0.00,3061.91,890.76,755.70,184.90,427.27,14.76,444.82,0.00,0.00,0.00,2718.21,-22.00,0.00,0.00,0.00,0.00,0.00,-22.00,321.69,0.00,321.69,0.00,0.00,0.00,,0.00,20310,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic ",06076,D,1,1,2020,1
347.49,295.61,0.00,,,2332.75,0.00,,0.00,2302.73,,0.00,119.74,0.00,0.00,4755.21,1542.78,2267.55,0.00,39.00,1.94,215.28,,299.84,93.23,4459.61,0.00,57.81,0.00,0.00,0.00,0.00,57.81,353.42,5.92,347.49,0.00,0.00,0.00,,0.00,20453,ABX,ABX Air Inc,ABX,ABX Air Inc,11009,A,2,2,2020,2
359.88,1309.91,15960.64,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,15960.64,4745.81,5862.06,780.17,118.61,0.00,1349.01,0.00,1795.08,0.00,14650.73,0.00,-1035.90,0.00,0.00,0.00,85.87,-950.03,359.88,0.00,359.88,0.00,0.00,0.00,,0.00,20378,YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,11022,L,2,2,2020,1
382.62,311.44,0.00,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,9195.35,9195.35,0.00,0.00,0.00,0.00,0.00,0.00,1304.34,0.00,7579.56,8883.90,0.00,0.00,0.00,0.00,0.00,71.18,71.18,382.62,0.00,382.62,0.00,0.00,0.00,,0.00,21974,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",01234,D,1,1,2020,1
403.94,403.94,0.00,0.00,,0.00,0.00,,11.84,0.00,,0.00,0.00,0.00,1127.13,1138.97,0.00,0.00,0.00,0.00,0.00,0.00,5.93,0.00,729.10,735.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,403.94,0.00,403.94,0.00,0.00,0.00,,0.00,21652,27Q,"Jet Aviation Flight Services, Inc.",27Q,"Jet Aviation Flight Services, Inc.",11046,I,1,1,2020,4
405.90,833.93,8087.27,0.00,,0.00,0.00,,0.00,0.00,,0.00,116.84,0.00,0.00,8204.12,2255.12,2529.51,685.72,104.94,0.00,541.32,0.00,1253.57,0.00,7370.19,-309.79,-9.56,0.00,0.00,0.00,30.97,-288.38,545.56,139.66,405.90,0.00,0.00,0.00,,0.00,20452,YX,Republic Airline,YX,Republic Airline,11029,L,3,3,2020,1
443.01,495.57,0.00,0.00,,0.00,0.00,,16610.32,3895.26,,0.00,0.33,0.00,0.00,20505.90,12894.29,3881.02,1729.22,491.13,0.00,254.46,,760.21,0.00,20010.32,0.00,-52.56,0.00,0.00,0.00,0.00,-52.56,443.01,0.00,443.01,0.00,0.00,0.00,,0.00,19874,8C,Air Transport International,8C,Air Transport International,16028,A,2,2,2020,1
446.33,497.27,,,,,,,,8465.80,,,,,,8465.80,2822.33,1666.32,,,,,1348.67,1907.25,223.96,7968.53,-43.77,,,,,-7.17,-50.94,446.33,,,,,,,,20372,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,06774,D,1,1,2020,3
525.45,273.32,0.00,0.00,,0.00,0.00,,1553.23,-7.48,,0.00,0.00,0.00,0.00,1545.75,682.24,143.76,116.24,111.34,0.09,75.82,0.00,142.94,0.00,1272.43,0.00,-47.46,0.00,0.00,-30.89,330.48,252.14,525.45,0.00,525.45,0.00,0.00,0.00,,0.00,20377,X9,Omni Air International LLC,X9,Omni Air International LLC,06738,D,2,2,2020,2
566.35,627.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1086.94,0.00,0.00,1.20,,11747.98,12836.13,453.40,117.99,0.00,56.47,0.02,16.35,,201.56,11363.05,12208.85,-60.83,0.00,0.00,-0.18,,0.09,-60.92,566.35,0.00,566.35,,,0.00,566.35,,20447,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,16917,I,2,2,2020,3
597.43,638.29,0.00,0.00,,0.00,0.00,,4916.73,0.00,,0.00,769.67,0.00,0.00,5686.40,1654.27,1403.45,343.38,793.49,27.42,826.10,0.00,0.00,0.00,5048.11,-40.86,0.00,0.00,0.00,0.00,0.01,-40.86,597.43,0.00,597.43,0.00,0.00,0.00,,0.00,20310,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic ",16076,I,1,1,2020,1
623.14,623.23,2476.90,24.65,,2396.84,0.00,,0.00,310.00,,0.00,0.00,0.00,0.00,5208.38,1740.33,771.56,22.53,616.04,1015.01,72.16,,347.52,0.00,4585.15,0.00,0.00,0.00,-0.10,0.00,0.00,-0.10,623.14,0.00,623.14,0.00,0.00,0.00,,0.00,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,15375,P,3,3,2020,2
666.06,666.06,0.00,0.00,,0.00,0.00,,29.11,0.00,,0.00,0.00,0.00,1629.62,1658.74,0.00,0.00,0.00,0.00,0.00,0.00,22.33,0.00,970.35,992.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,666.06,0.00,666.06,0.00,0.00,0.00,,0.00,21652,27Q,"Jet Aviation Flight Services, Inc.",27Q,"Jet Aviation Flight Services, Inc.",11046,I,1,1,2020,1
679.31,1602.57,,26608.41,,24245.66,,,,295.00,,,,,,51149.07,18097.40,14200.70,,4473.16,2008.35,1049.68,,6426.66,3290.55,49546.49,-628.63,-236.54,,-46.07,,-1.26,-912.50,690.08,10.76,,,,,,,20370,KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,06683,D,3,3,2020,1
686.94,-2085.14,,,,,,,,7819.46,,,,,,7819.46,2978.11,2352.38,,,,,1712.92,2609.58,251.61,9904.59,-80.25,,,,,2852.33,2772.08,686.94,,,,,,,,20372,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,06774,D,1,1,2020,2
749.75,-6628.36,0.00,0.00,,0.00,0.00,,922.98,0.00,,0.00,0.01,0.00,0.00,922.99,833.71,509.59,323.60,2757.98,144.78,1061.19,49.95,1316.03,554.52,7551.35,2748.29,0.00,0.00,0.00,0.00,4629.82,7378.11,749.75,0.00,749.75,0.00,0.00,0.00,,0.00,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",01159,D,1,1,2020,4
785.93,359.05,0.00,0.00,,0.00,0.00,,2307.16,0.37,,0.00,0.00,0.00,0.00,2307.54,956.44,214.74,228.40,211.93,0.25,119.72,0.00,217.01,0.01,1948.49,0.00,-63.21,0.00,0.00,0.00,490.10,426.89,785.93,0.00,785.93,0.00,0.00,0.00,,0.00,20377,X9,Omni Air International LLC,X9,Omni Air International LLC,06738,D,2,2,2020,3
804.52,1079.13,0.00,0.00,,0.00,0.00,,12003.43,-1.53,,0.00,0.00,0.00,1.76,12003.66,5565.73,1023.08,1185.88,1171.33,1.81,643.19,0.00,1332.30,1.22,10924.53,0.00,-420.43,0.00,0.00,0.00,145.81,-274.61,804.52,0.00,804.52,0.00,0.00,0.00,,0.00,20377,X9,Omni Air International LLC,X9,Omni Air International LLC,06738,D,2,2,2020,1
836.39,-682.97,0.00,0.00,,0.00,0.00,,0.00,2762.70,,0.00,189.07,0.00,0.00,2951.76,2438.98,243.66,0.00,0.00,0.00,0.00,889.70,62.40,0.00,3634.74,0.00,-100.83,0.00,0.00,0.00,2062.86,1962.03,1279.06,442.67,836.39,0.00,0.00,0.00,,0.00,20166,GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,16565,I,1,1,2020,3
921.84,-961.77,2911.45,0.00,,813.50,507.21,,1987.60,0.00,,69.74,2.61,0.00,17.77,6309.89,2574.70,637.42,426.97,1380.23,330.58,1048.78,0.00,872.98,0.00,7271.66,-344.74,-3.47,0.00,0.00,0.00,2231.82,1883.61,921.84,0.00,921.84,0.00,0.00,0.00,,0.00,20422,SY,Sun Country Airlines d/b/a MN Airlines,SY,Sun Country Airlines d/b/a MN Airlines,16795,L,2,2,2020,3
957.40,743.85,0.00,0.00,,0.00,0.00,,0.00,8252.40,,0.00,240.88,0.00,0.00,8493.28,4853.75,791.32,0.00,0.00,0.00,0.00,1818.78,285.58,0.00,7749.42,0.00,-91.67,0.00,0.00,0.00,65.43,-26.24,717.62,-239.79,957.40,0.00,0.00,0.00,,0.00,20166,GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,06565,D,1,1,2020,4
1017.47,1386.16,13512.40,0.00,,385.23,305.07,,4934.90,0.00,,140.44,0.31,0.00,115.46,19393.82,2444.51,1191.74,883.67,6050.06,530.54,3521.00,546.45,1697.86,1141.84,18007.66,-368.70,0.00,0.00,0.00,0.00,0.00,-368.70,1017.47,0.00,1017.47,0.00,0.00,0.00,,0.00,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",11019,I,1,1,2020,3
1036.10,1060.01,,10193.00,,1416.53,,,,2425.01,,,,,,14034.54,4010.92,5531.94,,1332.81,,948.08,,1150.79,,12974.53,,,,,,-23.91,-23.91,1036.10,,1036.10,,,,,,20177,PFQ,Asia Pacific,PFQ,Asia Pacific,16070,I,1,1,2020,3
1052.67,1093.71,,6938.00,,4396.84,,,,901.39,,,,,,12236.23,2937.86,5016.58,,1167.18,,832.62,,1188.29,,11142.52,,,,,,-41.05,-41.05,1052.67,,1052.67,,,,,,20177,PFQ,Asia Pacific,PFQ,Asia Pacific,16070,I,1,1,2020,2
1129.76,744.65,0.00,,,4423.92,0.00,,0.00,4884.89,,0.00,163.01,0.00,0.00,9471.83,3171.38,4292.47,0.00,94.84,5.98,445.49,,594.78,122.24,8727.18,0.00,392.34,0.00,0.00,0.00,0.00,392.34,1136.99,7.22,1129.76,0.00,0.00,0.00,,0.00,20453,ABX,ABX Air Inc,ABX,ABX Air Inc,11009,A,2,2,2020,3
1267.00,-40966.00,70597.00,72.00,,39140.00,1243.00,,667.00,1077.00,,1850.00,26478.00,0.00,1137.00,142261.00,74225.00,13682.00,17066.00,43217.00,11196.00,7626.00,,14874.00,1341.00,183227.00,-15430.00,-351.00,0.00,-9.00,0.00,42813.00,27023.00,-13943.00,-15210.00,1267.00,0.00,0.00,0.00,,0.00,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10262,P,3,3,2020,4
1344.31,-349.20,0.00,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,13246.17,13246.17,0.00,0.00,0.00,0.00,0.00,0.00,1498.23,0.00,12097.14,13595.36,0.00,0.00,0.00,0.00,0.00,1693.51,1693.51,1344.31,0.00,1344.31,0.00,0.00,0.00,,0.00,21974,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",01234,D,1,1,2020,2
1354.08,1617.68,,26897.62,,23961.29,,,,,,,,,,50858.91,16367.02,14501.21,,5991.31,1545.03,1094.10,,5958.28,3784.27,49241.22,-463.85,125.10,,74.56,,6.68,-257.51,1360.17,6.09,,,,,,,20370,KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,06683,D,3,3,2020,2
1535.55,1558.54,,,,,,,,5837.86,,,,,,5837.86,1454.38,982.86,,,,,770.63,910.83,160.62,4279.32,-21.72,,,,,-1.27,-22.99,1535.55,,,,,,,,20372,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,16770,I,1,1,2020,4
1821.84,-923.92,0.00,0.00,,0.00,0.00,,0.00,2305.26,,0.00,43.86,0.00,0.00,2349.13,2534.69,167.32,0.00,0.00,0.00,0.00,502.32,68.71,0.00,3273.05,0.00,-111.45,0.00,0.00,0.00,3511.36,3399.91,2475.99,654.15,1821.84,0.00,0.00,0.00,,0.00,20166,GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,16565,I,1,1,2020,2
1833.24,1934.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3378.58,0.00,0.00,0.00,,20723.45,24102.68,693.91,259.47,0.00,87.52,0.00,283.07,,214.54,20629.36,22167.86,-104.19,0.00,0.00,2.56,,0.05,-101.58,1833.24,0.00,1833.24,,,0.00,1833.24,,20447,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,16917,I,2,2,2020,4
1868.82,-7115.09,11979.29,0.00,,676.48,766.92,,3017.12,0.00,,100.13,0.03,0.00,1029.60,17569.56,2725.32,1665.81,1057.81,9015.59,473.26,3468.93,163.28,4301.97,1812.68,24684.65,8983.91,0.00,0.00,0.00,0.00,0.00,8983.91,1868.82,0.00,1868.82,0.00,0.00,0.00,,0.00,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",11019,I,1,1,2020,4
1968.16,979.43,4224.56,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,4224.56,1483.17,1876.01,211.09,16.78,0.00,-1145.14,0.00,803.23,0.00,3245.13,0.00,-380.23,0.00,0.00,0.00,1646.88,1266.65,2246.08,277.91,1968.16,0.00,0.00,0.00,,0.00,20378,YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,11022,L,2,2,2020,3
1977.99,2437.86,67061.68,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,17.39,67079.07,25956.92,22335.22,3643.73,1097.93,0.00,5952.34,0.00,5635.20,19.88,64641.22,-714.80,0.00,0.00,267.09,0.00,12.32,-435.39,2002.46,24.47,1977.99,0.00,0.00,0.00,,0.00,20046,ZW,Air Wisconsin Airlines Corp,ZW,Air Wisconsin Airlines Corp,06024,D,2,2,2020,1
1980.37,8434.26,80406.46,566.51,,52.83,14503.06,,24911.04,0.00,,2141.96,868.90,0.00,977.68,124428.43,58353.20,8155.87,5902.79,16141.40,7738.06,12076.13,0.00,7626.71,0.00,115994.17,-4031.97,-36.54,0.00,0.00,0.00,59.89,-4008.62,4425.64,2445.28,1980.37,0.00,0.00,0.00,,0.00,20422,SY,Sun Country Airlines d/b/a MN Airlines,SY,Sun Country Airlines d/b/a MN Airlines,06795,D,2,2,2020,1
1992.96,1713.17,11281.01,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,11281.01,2934.13,4384.51,507.99,70.77,0.00,194.63,0.00,1475.81,0.00,9567.84,0.00,-713.17,0.00,0.00,0.00,992.96,279.79,1992.96,0.00,1992.96,0.00,0.00,0.00,,0.00,20378,YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,11022,L,2,2,2020,4
2005.42,-23083.48,28499.51,394.66,,13542.05,6299.06,,21276.64,0.00,,866.08,565.21,0.00,220.68,71663.89,34206.26,9149.56,5496.81,14766.82,4442.76,14629.60,0.00,12055.55,0.00,94747.36,-4760.78,-47.88,0.00,0.00,0.00,30820.80,26012.15,2928.67,923.25,2005.42,0.00,0.00,0.00,,0.00,20422,SY,Sun Country Airlines d/b/a MN Airlines,SY,Sun Country Airlines d/b/a MN Airlines,06795,D,2,2,2020,3
2032.30,1318.95,112.73,9529.19,,3616.02,6.93,,170.88,1579.61,,,7.23,0.00,126.77,15149.36,4909.35,4084.32,,,,,3904.54,752.80,179.40,13830.41,117.19,0.00,,335.86,,260.31,713.36,2032.30,,2032.30,,,,,,20408,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alask,06860,D,1,1,2020,2
2154.83,2803.53,348876.08,0.00,,0.00,0.00,,0.00,0.00,,0.00,84.04,,14.65,348974.77,118566.95,74861.33,15591.51,80365.19,92.55,51219.88,0.00,5458.01,15.82,346171.24,0.00,-0.04,-7.11,0.00,0.00,-20.24,-27.39,2776.13,621.30,2154.83,0.00,0.00,0.00,,0.00,20398,MQ,Envoy Air,MQ,Envoy Air,06820,D,3,3,2020,1
2249.80,2249.80,0.00,0.00,,7946.08,0.00,,0.00,0.00,,0.00,0.00,0.00,375.00,8321.08,3108.62,2802.41,0.00,0.00,0.00,0.00,106.21,54.04,0.00,6071.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2249.80,0.00,2249.80,0.00,0.00,0.00,,0.00,21577,1TQ,Rhoades Aviation dba Transair,1TQ,Rhoades Aviation dba Transair,81001,D,1,1,2020,3
2324.46,938.73,0.00,0.00,,0.00,0.00,,0.00,7087.19,,0.00,172.44,0.00,0.00,7259.62,3756.02,1211.75,0.00,0.00,0.00,0.00,1067.60,285.52,0.00,6320.89,0.00,-91.97,0.00,0.00,0.00,1881.43,1789.46,2728.19,403.73,2324.46,0.00,0.00,0.00,,0.00,20166,GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,06565,D,1,1,2020,3
2389.88,2389.88,0.00,0.00,,0.00,0.00,,126.00,0.00,,0.00,0.00,0.00,14044.98,14170.97,0.00,0.00,0.00,0.00,0.00,0.00,67.82,0.00,11713.28,11781.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2389.88,0.00,2389.88,0.00,0.00,0.00,,0.00,21652,27Q,"Jet Aviation Flight Services, Inc.",27Q,"Jet Aviation Flight Services, Inc.",01194,D,1,1,2020,4
2393.27,3622.90,0.00,8493.87,,9187.18,0.00,,0.00,16399.37,,0.00,1365.93,0.00,6559.95,42006.30,9510.70,8957.06,0.00,0.00,233.73,2979.38,,773.86,15928.66,38383.40,0.00,0.00,0.00,0.00,-1229.63,0.00,-1229.63,2393.27,0.00,2393.27,0.00,0.00,0.00,2393.27,0.00,21634,KH,Aloha Air Cargo,KH,Aloha Air Cargo,01146,D,2,2,2020,4
2400.54,2905.01,0.00,,,4469.99,0.00,,0.00,5625.31,,0.00,249.03,0.00,0.00,10344.33,2927.67,3665.27,0.00,103.83,8.93,456.92,,615.16,-338.47,7439.32,0.00,369.29,0.00,0.00,0.00,0.00,369.29,3274.29,873.75,2400.54,0.00,0.00,0.00,,0.00,20453,ABX,ABX Air Inc,ABX,ABX Air Inc,11009,A,2,2,2020,4
2480.88,467.96,0.00,0.00,,0.00,0.00,,0.00,5361.38,,0.00,32.16,0.00,0.00,5393.53,3047.72,873.70,0.00,0.00,0.00,0.00,725.18,278.98,0.00,4925.58,0.00,-81.71,0.00,0.00,0.00,2574.19,2492.48,2960.44,479.56,2480.88,0.00,0.00,0.00,,0.00,20166,GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,06565,D,1,1,2020,2
2607.52,-334.47,0.00,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,20839.60,20839.60,0.00,0.00,0.00,0.00,0.00,0.00,2251.40,0.00,18922.67,21174.07,0.00,0.00,0.00,0.00,0.00,2942.00,2942.00,2607.52,0.00,2607.52,0.00,0.00,0.00,,0.00,21974,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",01234,D,1,1,2020,3
2657.41,2657.41,0.00,0.00,,0.00,0.00,,85.25,0.00,,0.00,0.00,0.00,10397.21,10482.45,0.00,0.00,0.00,0.00,0.00,0.00,110.92,0.00,7714.13,7825.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2657.41,0.00,2657.41,0.00,0.00,0.00,,0.00,21652,27Q,"Jet Aviation Flight Services, Inc.",27Q,"Jet Aviation Flight Services, Inc.",01194,D,1,1,2020,2
2700.99,2808.51,,11484.88,,1188.66,,,,3840.11,,,,,,16513.65,4698.54,5219.37,,1287.83,,1367.29,,1132.11,,13705.14,,,,,,292.48,292.48,3100.99,400.00,2700.99,,,,,,20177,PFQ,Asia Pacific,PFQ,Asia Pacific,16070,I,1,1,2020,4
2851.74,2894.43,,,,,,,,10841.74,,,,,,10841.74,2701.00,1825.30,,,,,1431.18,1691.54,298.29,7947.31,-40.33,,,,,-2.35,-42.69,2851.74,,,,,,,,20372,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,06774,D,1,1,2020,4
2896.90,1967.70,0.00,0.00,,18541.24,0.00,,0.00,7886.82,,0.00,369.96,0.00,0.00,26798.01,8849.63,4705.40,,743.77,38.21,7720.34,,1207.70,1565.28,24830.32,-235.03,-27.76,0.00,0.00,0.00,2225.07,1962.28,3929.98,1033.08,2896.90,0.00,0.00,0.00,,0.00,20151,M6,Amerijet International,M6,Amerijet International,06052,D,2,2,2020,2
3101.65,12921.71,265256.59,0.00,,0.00,0.00,,0.00,0.00,,0.00,-975.52,0.00,0.00,264281.07,69848.64,78711.59,18625.40,2807.88,0.00,26921.78,0.00,54444.07,0.00,251359.36,-11636.72,-529.76,0.00,0.00,0.00,13555.85,1389.37,14311.07,11209.43,3101.65,0.00,0.00,0.00,,0.00,20452,YX,Republic Airline,YX,Republic Airline,06003,D,3,3,2020,4
3110.36,3106.30,0.00,0.00,,8236.64,0.00,,0.00,0.00,,0.00,0.00,0.00,375.00,8611.64,2996.18,2184.46,0.00,0.00,0.00,0.00,270.66,54.04,0.00,5505.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3106.30,-4.06,3110.36,0.00,0.00,0.00,,0.00,21577,1TQ,Rhoades Aviation dba Transair,1TQ,Rhoades Aviation dba Transair,81001,D,1,1,2020,2
3126.61,3126.61,0.00,0.00,,9450.88,0.00,,0.00,0.00,,0.00,0.00,0.00,375.00,9825.88,3312.46,3168.69,0.00,0.00,0.00,0.00,164.09,54.04,0.00,6699.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3126.61,0.00,3126.61,0.00,0.00,0.00,,0.00,21577,1TQ,Rhoades Aviation dba Transair,1TQ,Rhoades Aviation dba Transair,81001,D,1,1,2020,4
