NET_INCOME,OP_PROFIT_LOSS,TRANS_REV_PAX,MAIL,TOTAL_PROPERTY,PROP_FREIGHT,PROP_BAG,TOTAL_CHARTER,CHARTER_PAX,CHARTER_PROP,TOTAL_MISC_REV,RES_CANCEL_FEES,MISC_OP_REV,PUB_SVC_REVENUE,TRANS_REVENUE,OP_REVENUES,FLYING_OPS,MAINTENANCE,PAX_SERVICE,AIRCFT_SERVICES,PROMOTION_SALES,GENERAL_ADMIN,GENERAL_SERVICES,DEPREC_AMORT,TRANS_EXPENSES,OP_EXPENSES,INTEREST_LONG_DEBT,INTEREST_EXP_OTH,FOREIGN_EX_GAINS,CAP_GAINS_PROP,CAP_GAINS_OTHER,OTHER_INCOME_NET,NON_OP_INCOME,INCOME_PRE_TAX,INCOME_TAX,INCOME_BEFORE_OTH,DISCONT_OPS,EXTRA_ITEMS,INCOME_TAX_EXTRA,INCOME_TAX_CREDITS,ACCTG_CHANGES,AIRLINE_ID,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER_GROUP_NEW,CARRIER_GROUP,YEAR,QUARTER
-5624.00,-10024.00,171729.00,21.00,,1401.00,553.00,,212.00,0.00,,,26122.00,0.00,1219.00,201257.00,89833.00,17419.00,15930.00,38988.00,9971.00,25069.00,,12868.00,1203.00,211281.00,-2238.00,142.00,-40.00,0.00,,4953.00,2817.00,-7207.00,-1583.00,-5624.00,0.00,0.00,0.00,-5624.00,0.00,19393,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,11033,L,3,3,2023,1
-5552.56,-4890.59,120480.94,3.49,,6479.69,4691.24,,0.00,0.00,,17.93,1278.62,0.00,9233.79,142185.69,64429.45,12685.33,16769.54,17908.28,11767.08,16442.75,,6622.45,451.40,147076.28,-4766.22,-58.86,2691.19,-4.84,0.00,982.65,-1156.07,-6046.66,-494.10,-5552.56,0.00,0.00,0.00,,0.00,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,15375,P,3,3,2023,2
-5064.05,-2467.99,6285.89,0.00,,0.00,831.23,,511.67,0.00,,0.00,195.46,0.00,0.00,7824.24,4777.77,1469.57,0.00,0.00,0.00,0.00,3853.12,191.77,0.00,10292.23,0.00,-2538.40,0.00,0.00,0.00,-57.67,-2596.06,-5064.05,0.00,-5064.05,0.00,0.00,0.00,,0.00,20401,3M,Silver Airways,3M,Silver Airways,11056,I,1,1,2023,1
-4944.66,-2618.58,0.00,0.00,,26619.36,0.00,,0.00,24130.67,,0.00,288.72,0.00,1572.81,52611.55,28389.24,9655.23,,5218.72,110.00,7200.85,,1677.79,2978.31,55230.13,-1835.40,-211.96,0.00,0.00,0.00,-227.14,-2274.50,-4893.08,51.58,-4944.66,0.00,0.00,0.00,,0.00,20151,M6,Amerijet International,M6,Amerijet International,16052,L,2,2,2023,2
-4936.88,-4119.36,0.00,0.00,,0.00,0.00,,11220.68,2597.52,,0.00,804.23,0.00,0.00,14622.42,7311.92,2876.28,0.00,797.90,20.91,5667.62,0.00,2067.16,0.00,18741.79,-626.64,0.00,0.00,-190.87,0.00,0.00,-817.51,-4936.88,0.00,-4936.88,0.00,0.00,0.00,,0.00,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Easte",11054,I,2,2,2023,2
-4824.34,-4845.83,0.00,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,27299.84,27299.84,4214.34,0.00,0.00,0.00,0.00,2959.21,0.00,289.57,24682.55,32145.67,0.00,0.00,0.00,0.00,0.00,21.49,21.49,-4824.34,0.00,-4824.34,0.00,0.00,0.00,,0.00,21974,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",01234,D,2,2,2023,1
-4738.80,-2576.68,496746.66,158.69,,17419.39,15494.23,,324.73,0.00,,59.21,4223.03,0.00,30370.23,564796.14,237226.42,70657.81,59044.25,84200.58,32217.78,54509.84,,28039.43,1476.71,567372.83,-15740.15,-194.41,8888.46,6.56,0.00,3245.52,-3794.02,-6370.70,-1631.90,-4738.80,0.00,0.00,0.00,,0.00,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,05375,D,3,3,2023,2
-4207.01,-1186.35,7455.39,0.00,,0.00,1035.81,,639.76,0.00,,0.00,217.19,0.00,0.00,9348.15,4870.16,1157.02,0.00,0.00,0.00,0.00,4280.08,227.24,0.00,10534.50,0.00,-2945.95,0.00,0.00,0.00,-74.71,-3020.66,-4207.01,0.00,-4207.01,0.00,0.00,0.00,,0.00,20401,3M,Silver Airways,3M,Silver Airways,11056,I,1,1,2023,2
-3924.37,-1156.19,240670.96,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,240670.96,141939.55,51752.68,12214.94,8587.20,0.00,20301.23,0.00,7031.56,0.00,241827.15,0.00,-3707.27,0.00,0.00,2.93,-300.37,-4004.71,-5160.90,-1236.53,-3924.37,0.00,0.00,0.00,,0.00,20397,OH,PSA Airlines Inc.,OH,PSA Airlines Inc.,07028,D,2,2,2023,1
-3169.42,-2343.50,0.00,0.00,,0.00,0.00,,0.00,97473.80,,0.00,50.84,0.00,0.00,97524.64,36608.58,50744.21,0.00,2927.91,0.00,5052.81,,4534.63,0.00,99868.14,0.00,-825.92,0.00,0.00,0.00,0.00,-825.92,-3169.42,0.00,-3169.42,0.00,0.00,0.00,,0.00,19874,8C,Air Transport International,8C,Air Transport International,06029,D,2,2,2023,1
-2317.06,-2077.44,30082.35,0.00,,0.00,0.00,,5152.50,0.00,,0.00,762.23,0.00,28200.85,64197.94,35558.26,8482.10,0.00,0.00,0.00,0.00,20947.20,716.79,571.02,66275.38,-224.12,0.00,0.00,0.00,0.00,0.17,-223.95,-2301.39,15.68,-2317.06,0.00,0.00,0.00,,0.00,20207,XP,TEM Enterprises dba  Avelo Airlines,XP,TEM Enterprises dba  Avelo Airlines,06144,D,1,1,2023,2
-2041.55,17562.39,642530.07,0.00,,0.00,228953.02,,0.00,0.00,,28068.07,342365.72,0.00,2901.46,1244818.34,635073.96,76488.06,71658.11,101189.01,44059.09,228796.51,0.00,69991.22,0.00,1227255.95,0.00,-3886.36,-665.57,0.00,0.00,0.00,-4551.93,13010.46,15052.00,-2041.55,0.00,0.00,0.00,,0.00,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,06830,D,3,3,2023,2
-2003.61,570.30,0.00,476.87,,30266.61,0.00,,0.00,30458.47,,0.00,746.11,0.00,2244.48,64192.54,34406.26,10130.01,,6829.09,135.08,7362.69,,1817.26,2941.85,63622.24,-2087.83,-236.95,0.00,0.00,0.00,-203.96,-2528.74,-1958.44,45.18,-2003.61,0.00,0.00,0.00,,0.00,20151,M6,Amerijet International,M6,Amerijet International,16052,L,2,2,2023,1
-1862.54,-2043.80,,7103.00,,571.50,,,,321.98,,,,,,7996.47,4615.53,209.10,,2228.96,,1626.61,,1360.08,,10040.28,,,,,,181.27,181.27,-1862.54,,-1862.54,,,,,,20177,PFQ,Asia Pacific,PFQ,Asia Pacific,06070,D,1,1,2023,1
-1855.17,-3850.01,59036.80,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,95.02,59131.81,22988.92,25440.20,2481.58,957.77,0.00,5760.99,0.00,5350.18,2.19,62981.82,-1.56,0.00,0.00,-82.93,375.90,1042.96,1334.37,-2515.63,-660.47,-1855.17,0.00,0.00,0.00,,0.00,20046,ZW,Air Wisconsin Airlines Corp,ZW,Air Wisconsin Airlines Corp,06024,D,2,2,2023,1
-1644.26,-1443.01,0.00,0.00,,0.00,0.00,,14463.06,2315.54,,0.00,1950.18,0.00,0.00,18728.78,10392.02,2723.00,0.00,1706.27,0.14,3686.80,0.00,1663.56,0.00,20171.79,-355.53,0.00,0.00,154.27,0.00,0.00,-201.25,-1644.26,0.00,-1644.26,0.00,0.00,0.00,,0.00,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Easte",11054,I,2,2,2023,1
-1551.17,-1283.01,0.00,0.00,,0.00,0.00,,13337.27,22.08,,0.00,0.00,0.00,0.12,13359.47,8316.80,1328.40,1473.45,1609.51,4.15,910.87,0.00,999.31,0.00,14642.48,0.00,-396.93,0.00,0.00,0.00,128.77,-268.16,-1551.17,0.00,-1551.17,0.00,0.00,0.00,,0.00,20377,X9,Omni Air International LLC,X9,Omni Air International LLC,06738,D,2,2,2023,1
-1490.21,-1296.51,,,,,,,,,,,,,11920.06,11920.06,7453.09,2458.03,,,,,2860.48,444.96,,13216.56,-193.71,,,,,,-193.71,-1490.21,,-1490.21,,,,,,21754,2PQ,21 Air LLC,2PQ,21 Air LLC,01207,S,1,1,2023,1
-1445.63,-1512.46,4343.57,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,59.47,4403.04,2109.67,2251.46,490.87,170.50,2.75,287.93,0.00,602.33,0.00,5915.50,-67.74,0.00,0.00,12.16,0.00,5.25,-50.33,-1562.78,-117.15,-1445.63,0.00,0.00,0.00,,0.00,20304,OO,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,11025,L,3,3,2023,2
-1423.17,-1547.11,,3921.00,,728.46,,,,488.76,,,,,,5138.22,3578.76,-64.76,,661.13,,1152.32,,1357.88,,6685.33,,,,,,123.94,123.94,-1423.17,,-1423.17,,,,,,20177,PFQ,Asia Pacific,PFQ,Asia Pacific,06070,D,1,1,2023,2
-1274.31,-1332.03,3867.82,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,90.37,3958.19,2492.80,1359.64,457.17,219.28,1.99,247.89,0.00,511.46,0.00,5290.22,-52.94,0.00,0.00,13.46,0.00,7.44,-32.03,-1364.07,-89.76,-1274.31,0.00,0.00,0.00,,0.00,20304,OO,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,11025,L,3,3,2023,1
-1128.80,-1157.50,0.00,0.00,,0.00,0.00,,9607.78,0.00,,0.00,364.87,0.00,0.00,9972.65,9282.36,799.32,0.00,0.00,0.00,0.00,1019.50,28.97,0.00,11130.14,0.00,0.00,0.00,0.00,0.00,28.69,28.69,-1128.80,0.00,-1128.80,0.00,0.00,0.00,,0.00,21875,37Q,"Hillwood Airways, LLC  f/k/a   ATX Air Services, LLC",37Q,"Hillwood Airways, LLC  f/k/a   ATX Air Services, L",01225,S,1,1,2023,1
-1085.68,-1087.57,1751.03,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,1751.03,1423.01,852.12,304.72,9.15,0.00,211.74,0.00,37.86,0.00,2838.61,-0.22,0.00,0.00,0.00,0.00,2.11,1.89,-1085.68,0.00,-1085.68,0.00,0.00,0.00,,0.00,20363,9E,Endeavor Air Inc.,9E,Endeavor Air Inc.,11027,L,2,2,2023,1
-980.29,-1884.36,0.00,5500.19,,4612.91,0.00,,0.00,13974.73,,0.00,738.88,0.00,54.02,24880.72,8910.44,9354.50,0.00,3213.90,185.59,2537.31,0.00,2561.41,1.93,26765.09,0.00,0.00,0.00,0.00,0.00,904.08,904.08,-980.29,0.00,-980.29,0.00,0.00,0.00,,0.00,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,06699,D,2,2,2023,2
-931.17,-948.50,1478.31,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,1478.31,1153.16,770.33,280.03,10.87,0.00,190.04,0.00,22.38,0.00,2426.81,-0.19,0.00,0.00,0.00,0.00,17.52,17.33,-931.17,0.00,-931.17,0.00,0.00,0.00,,0.00,20363,9E,Endeavor Air Inc.,9E,Endeavor Air Inc.,11027,L,2,2,2023,2
-760.73,-768.16,0.00,0.00,,0.00,0.00,,8799.15,0.00,,0.00,1105.05,0.00,0.00,9904.20,9143.56,408.56,0.00,0.00,0.00,0.00,1091.01,29.24,0.00,10672.37,0.00,0.00,0.00,0.00,0.00,7.43,7.43,-760.73,0.00,-760.73,0.00,0.00,0.00,,0.00,21875,37Q,"Hillwood Airways, LLC  f/k/a   ATX Air Services, LLC",37Q,"Hillwood Airways, LLC  f/k/a   ATX Air Services, L",01225,S,1,1,2023,2
-678.02,-682.89,0.00,0.00,,0.00,0.00,,0.00,0.00,,0.00,417.84,0.00,329.19,747.03,26831.62,7318.23,58.82,0.00,0.00,-33340.62,,183.99,377.89,1429.92,0.00,0.00,0.00,0.00,0.00,5.67,5.67,-677.22,0.80,-678.02,0.00,0.00,0.00,,0.00,21979,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,D,2,2,2023,2
-570.00,8578.00,92409.00,0.00,,0.00,0.00,,0.00,0.00,,0.00,7.00,0.00,0.00,92415.00,26167.00,21854.00,6515.00,5778.00,0.00,12754.00,0.00,10769.00,0.00,83837.00,-3919.00,-5449.00,0.00,141.00,0.00,237.00,-8990.00,-411.00,159.00,-570.00,0.00,0.00,0.00,,0.00,19687,QX,Horizon Air,QX,Horizon Air,06580,D,2,2,2023,2
-307.76,2647.49,96860.11,0.00,,0.00,34514.21,,0.00,0.00,,4231.21,51610.94,0.00,437.39,187653.86,95736.12,11530.42,10802.32,15254.04,6641.82,34490.61,0.00,10551.04,0.00,185006.36,0.00,-585.86,-100.33,0.00,0.00,0.00,-686.20,1961.30,2269.06,-307.76,0.00,0.00,0.00,,0.00,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,16831,L,3,3,2023,2
-24.84,-289.77,0.00,0.00,22567.49,22567.49,0.00,675.55,0.00,675.55,39537.66,0.00,39537.66,0.00,0.00,62780.70,52805.90,157.69,0.00,5514.53,1982.68,899.46,,90.99,1619.23,63070.48,179.92,0.00,86.05,0.00,0.00,0.00,265.96,-23.81,1.03,-24.84,0.00,0.00,0.00,-24.84,0.00,20100,PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,06758,D,3,3,2023,2
-18.67,-12.34,689.15,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,689.15,377.42,176.03,43.18,25.46,0.00,58.98,0.00,20.43,0.00,701.49,0.00,-12.02,0.00,0.00,0.07,-0.27,-12.23,-24.57,-5.90,-18.67,0.00,0.00,0.00,,0.00,20397,OH,PSA Airlines Inc.,OH,PSA Airlines Inc.,11030,L,2,2,2023,2
-6.99,-2.02,431.57,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,431.57,250.06,92.81,26.37,15.38,0.00,36.38,0.00,12.61,0.00,433.60,0.00,-6.65,0.00,0.00,0.01,-0.54,-7.18,-9.21,-2.22,-6.99,0.00,0.00,0.00,,0.00,20397,OH,PSA Airlines Inc.,OH,PSA Airlines Inc.,11030,L,2,2,2023,1
-0.80,-27.50,0.00,0.00,2210.31,2210.31,0.00,185.07,0.00,185.07,3782.73,0.00,3782.73,0.00,0.00,6178.11,5235.03,16.98,0.00,506.24,149.34,113.87,,9.44,174.71,6205.61,19.12,0.00,7.59,0.00,0.00,0.00,26.70,-0.80,0.00,-0.80,0.00,0.00,0.00,-0.80,0.00,20100,PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,16757,A,3,3,2023,1
-0.35,-243.98,0.00,0.00,20165.26,20165.26,0.00,1688.46,0.00,1688.46,34510.93,0.00,34510.93,0.00,0.00,56364.65,47753.83,154.93,0.00,4618.54,1362.45,1038.82,,86.15,1593.91,56608.63,174.40,0.00,69.23,0.00,0.00,0.00,243.63,-0.35,0.00,-0.35,0.00,0.00,0.00,-0.35,0.00,20100,PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,06758,D,3,3,2023,1
0.00,0.00,,,,,,,,0.00,,,,,,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,,,,,,,,20372,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,16770,I,1,1,2023,1
0.00,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,19687,QX,Horizon Air,QX,Horizon Air,11023,L,2,2,2023,1
0.00,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,20445,C5,CommuteAir LLC dba CommuteAir,C5,CommuteAir LLC dba CommuteAir,11059,L,2,2,2023,1
0.00,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,20445,C5,CommuteAir LLC dba CommuteAir,C5,CommuteAir LLC dba CommuteAir,11059,L,2,2,2023,2
0.00,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,21577,1TQ,Rhoades Aviation dba Transair,1TQ,Rhoades Aviation dba Transair,81002,I,1,1,2023,1
0.00,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,21979,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",11057,I,2,2,2023,1
0.00,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,21979,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",11057,I,2,2,2023,2
1.14,-1060.16,0.00,0.00,87843.61,87843.61,0.00,7355.24,0.00,7355.24,150336.03,0.00,150336.03,0.00,0.00,245534.88,208021.90,674.90,0.00,20119.20,5935.08,4525.31,,375.29,6943.37,246595.04,759.73,0.00,301.58,0.00,0.00,0.00,1061.30,1.14,0.00,1.14,0.00,0.00,0.00,1.14,0.00,20100,PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,16758,P,3,3,2023,1
2.49,-11.17,0.00,0.00,1163.79,1163.79,0.00,34.84,0.00,34.84,2038.93,0.00,2038.93,0.00,0.00,3237.56,2719.40,8.13,0.00,284.38,102.25,46.39,,4.69,83.50,3248.74,9.28,0.00,4.44,0.00,0.00,0.00,13.72,2.54,0.05,2.49,0.00,0.00,0.00,2.49,0.00,20100,PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,16757,A,3,3,2023,2
19.24,-482.88,42020.67,0.00,,0.00,17099.80,,0.00,0.00,,5242.71,2071.56,0.00,1206.44,67641.18,43969.85,4280.76,3609.21,10735.23,3602.60,1259.29,0.00,667.11,0.00,68124.07,-401.89,909.88,0.00,0.00,0.00,0.00,507.98,25.10,5.86,19.24,0.00,0.00,0.00,,0.00,20436,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,16461,L,3,3,2023,1
22.36,-1025.35,0.00,0.00,89245.78,89245.78,0.00,2671.53,0.00,2671.53,156356.30,0.00,156356.30,0.00,0.00,248273.61,208706.50,623.61,0.00,21807.83,7840.73,3557.02,,359.81,6403.45,249298.95,711.50,0.00,340.28,0.00,0.00,0.00,1051.78,26.44,4.08,22.36,0.00,0.00,0.00,22.36,0.00,20100,PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,16758,P,3,3,2023,2
42.20,15.60,12988.38,0.00,,0.00,0.00,,0.00,0.00,,0.00,2.46,,1.07,12991.91,4846.05,2292.06,554.29,3194.93,12.21,1949.05,0.00,127.61,0.12,12976.31,0.00,0.00,0.10,0.00,0.00,39.89,39.99,55.59,13.39,42.20,0.00,0.00,0.00,,0.00,20398,MQ,Envoy Air,MQ,Envoy Air,16820,L,3,3,2023,1
57.64,103.31,994.68,0.00,,0.00,0.00,,0.00,0.00,,0.00,10.64,0.00,0.00,1005.32,318.29,261.59,85.28,16.25,0.00,115.19,0.00,105.40,0.00,902.01,-23.05,-2.95,0.00,0.00,0.00,0.74,-25.25,78.06,20.42,57.64,0.00,0.00,0.00,,0.00,20452,YX,Republic Airline,YX,Republic Airline,11029,L,3,3,2023,1
70.20,129.99,970.06,0.00,,0.00,0.00,,0.00,0.00,,0.00,12.53,0.00,0.00,982.59,297.55,267.58,85.82,15.69,0.00,81.38,0.00,104.57,0.00,852.59,-22.19,-5.71,0.00,-14.14,0.00,6.28,-35.76,94.23,24.03,70.20,0.00,0.00,0.00,,0.00,20452,YX,Republic Airline,YX,Republic Airline,11029,L,3,3,2023,2
80.17,162.35,,,,,,,,20172.22,,,,,,20172.22,6627.47,6427.56,,,,,3458.22,3408.74,87.88,20009.87,-79.46,0.00,,,,-2.72,-82.18,80.17,,,,,,,,20372,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,06774,D,1,1,2023,1
89.85,156.70,14308.88,0.00,,0.00,0.00,,0.00,0.00,,0.00,2.84,,0.76,14312.49,4902.14,2688.58,626.24,3619.21,28.48,2153.54,0.00,137.00,0.60,14155.78,0.00,0.00,0.01,0.00,0.00,-38.50,-38.48,118.22,28.37,89.85,0.00,0.00,0.00,,0.00,20398,MQ,Envoy Air,MQ,Envoy Air,16820,L,3,3,2023,2
120.07,167.09,55042.84,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,2362.30,57405.15,33583.87,13820.35,2691.66,3194.24,0.00,3785.41,0.00,162.53,0.00,57238.05,-390.36,0.00,0.00,0.00,0.00,343.34,-47.02,120.07,0.00,120.07,0.00,0.00,0.00,,0.00,20500,G7,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,07041,D,2,2,2023,2
257.09,437.75,0.00,,,5562.55,0.00,,0.00,4712.35,,0.00,211.68,0.00,0.00,10486.58,4353.03,4113.42,0.00,90.56,5.58,709.53,,538.48,238.23,10048.83,0.00,-180.66,0.00,0.00,0.00,0.00,-180.66,257.09,0.00,257.09,0.00,0.00,0.00,,0.00,20453,ABX,ABX Air Inc,ABX,ABX Air Inc,11009,A,2,2,2023,1
449.20,588.39,0.00,0.00,,0.00,0.00,,7130.68,31.81,,0.00,0.00,0.00,0.00,7162.49,3712.73,616.92,696.34,707.92,-0.08,413.51,0.00,426.76,0.00,6574.10,0.00,-164.72,0.00,0.00,0.00,25.52,-139.20,449.20,0.00,449.20,0.00,0.00,0.00,,0.00,20377,X9,Omni Air International LLC,X9,Omni Air International LLC,06738,D,2,2,2023,2
467.94,195.76,0.00,,,5922.81,0.00,,0.00,4050.91,,0.00,217.24,0.00,0.00,10190.97,4504.81,3800.98,0.00,86.56,7.24,802.20,,544.36,249.06,9995.20,0.00,272.17,0.00,0.00,0.00,0.00,272.17,467.94,0.00,467.94,0.00,0.00,0.00,,0.00,20453,ABX,ABX Air Inc,ABX,ABX Air Inc,11009,A,2,2,2023,2
539.48,517.48,0.00,0.00,,0.00,0.00,,0.00,0.00,,0.00,426.38,0.00,1549.17,1975.55,35286.58,10261.46,149.40,0.00,0.00,-44739.06,,183.99,315.70,1458.07,0.00,0.00,0.00,0.00,0.00,22.00,22.00,539.48,0.00,539.48,0.00,0.00,0.00,,0.00,21979,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,D,2,2,2023,1
609.40,126.41,740.87,6366.33,,3568.55,38.36,,240.21,6405.33,,,11.12,,1158.09,18528.84,7550.07,5373.62,,,,,4533.45,748.02,197.27,18402.44,31.69,,,16.84,,434.47,482.99,609.40,,609.40,,,,,,20408,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alask,06860,D,1,1,2023,1
828.77,828.77,0.00,0.00,,0.00,0.00,,0.00,0.00,,0.00,1787.18,0.00,0.00,1787.18,74.72,793.67,0.00,0.00,0.00,0.00,84.55,5.47,0.00,958.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,828.77,0.00,828.77,0.00,0.00,0.00,,0.00,21577,1TQ,Rhoades Aviation dba Transair,1TQ,Rhoades Aviation dba Transair,81001,D,1,1,2023,1
858.27,858.27,0.00,0.00,,0.00,0.00,,75.57,0.00,,0.00,0.00,0.00,2856.92,2932.49,0.00,0.00,0.00,0.00,0.00,0.00,84.92,0.00,1989.30,2074.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,858.27,0.00,858.27,0.00,0.00,0.00,,0.00,21652,27Q,"Jet Aviation Flight Services, Inc.",27Q,"Jet Aviation Flight Services, Inc.",11046,I,1,1,2023,2
914.78,942.35,0.00,0.00,,0.00,0.00,,5462.00,0.00,,0.00,1477.40,0.00,2205.52,9144.92,3751.09,1286.57,247.96,1526.58,2.88,866.63,0.00,520.86,0.00,8202.57,0.00,0.00,0.00,0.00,0.00,-27.57,-27.57,914.78,0.00,914.78,0.00,0.00,0.00,,0.00,20310,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic ",16076,I,1,1,2023,2
978.08,1460.78,0.00,0.00,,0.00,0.00,,0.00,9128.09,,0.00,0.00,0.00,0.00,9128.09,5454.29,679.34,0.00,0.00,0.00,0.00,1363.80,169.88,0.00,7667.31,0.00,-54.69,0.00,0.00,0.00,77.57,22.89,1483.66,505.59,978.08,0.00,0.00,0.00,,0.00,20166,GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,16565,I,1,1,2023,1
1036.94,1036.94,0.00,0.00,,0.00,0.00,,78.98,0.00,,0.00,0.00,0.00,2798.79,2877.77,0.00,0.00,0.00,0.00,0.00,0.00,79.40,0.00,1761.43,1840.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1036.94,0.00,1036.94,0.00,0.00,0.00,,0.00,21652,27Q,"Jet Aviation Flight Services, Inc.",27Q,"Jet Aviation Flight Services, Inc.",11046,I,1,1,2023,1
1066.33,1278.12,,,,,,,,,,,,,13874.79,13874.79,7125.36,2160.79,,,,,2793.25,517.27,,12596.67,-211.79,,,,,,-211.79,1066.33,,1066.33,,,,,,21754,2PQ,21 Air LLC,2PQ,21 Air LLC,01207,S,1,1,2023,2
1306.84,1541.75,67025.81,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,67025.81,23067.84,29716.46,2442.19,2774.80,72.62,6704.61,0.00,705.54,0.00,65484.06,0.00,-588.17,0.00,0.00,11.82,349.08,-227.27,1314.48,7.64,1306.84,0.00,0.00,0.00,,0.00,20445,C5,CommuteAir LLC dba CommuteAir,C5,CommuteAir LLC dba CommuteAir,06944,D,2,2,2023,1
