MKT_UNIQUE_CARRIER,YEAR,QUARTER,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,FL_DATE,BRANDED_CODE_SHARE,MKT_CARRIER_AIRLINE_ID,MKT_CARRIER,MKT_CARRIER_FL_NUM,SCH_OP_UNIQUE_CARRIER,SCH_OP_CARRIER_AIRLINE_ID,SCH_OP_CARRIER,SCH_OP_CARRIER_FL_NUM,OP_UNIQUE_CARRIER,OP_CARRIER_AIRLINE_ID,OP_CARRIER,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,ORIGIN,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,DEP_DELAY_NEW,DEP_DEL15,DEP_DELAY_GROUP,DEP_TIME_BLK,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,ARR_DELAY_NEW,ARR_DEL15,ARR_DELAY_GROUP,ARR_TIME_BLK,CANCELLED,CANCELLATION_CODE,DIVERTED,DUP,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,AIR_TIME,FLIGHTS,DISTANCE,DISTANCE_GROUP,FIRST_DEP_TIME,TOTAL_ADD_GTIME,LONGEST_ADD_GTIME
HA,2023,1,3,1,3,3/1/2023 12:00:00 AM,HA,19690,HA,1,,,,,HA,19690,HA,N380HA,1,12892,1289208,32575,LAX,12173,1217305,32134,HNL,700,659.0,-1.0,0.0,0.0,-1.0,0700-0759,13.0,712.0,1026.0,14.0,1100,1040.0,-20.0,0.0,0.0,-2.0,1100-1159,0.0,,0.0,N,360.0,341.0,314.0,1.0,2556.0,11,,,
HA,2023,1,3,1,3,3/1/2023 12:00:00 AM,HA,19690,HA,10,,,,,HA,19690,HA,N396HA,10,12173,1217305,32134,HNL,12892,1289208,32575,LAX,800,803.0,3.0,3.0,0.0,0.0,0800-0859,17.0,820.0,1531.0,11.0,1525,1542.0,17.0,17.0,1.0,1.0,1500-1559,0.0,,0.0,N,325.0,339.0,311.0,1.0,2556.0,11,,,
HA,2023,1,3,1,3,3/1/2023 12:00:00 AM,HA,19690,HA,101,,,,,HA,19690,HA,N480HA,101,12402,1240203,32402,ITO,12173,1217305,32134,HNL,600,559.0,-1.0,0.0,0.0,-1.0,0600-0659,11.0,610.0,647.0,18.0,653,705.0,12.0,12.0,0.0,0.0,0600-0659,0.0,,0.0,N,53.0,66.0,37.0,1.0,216.0,1,,,
HA,2023,1,3,1,3,3/1/2023 12:00:00 AM,HA,19690,HA,104,,,,,HA,19690,HA,N476HA,104,12982,1298202,32982,LIH,12173,1217305,32134,HNL,605,558.0,-7.0,0.0,0.0,-1.0,0600-0659,8.0,606.0,629.0,10.0,641,639.0,-2.0,0.0,0.0,-1.0,0600-0659,0.0,,0.0,N,36.0,41.0,23.0,1.0,102.0,1,,,
HA,2023,1,3,1,3,3/1/2023 12:00:00 AM,HA,19690,HA,105,,,,,HA,19690,HA,N485HA,105,13830,1383002,33830,OGG,12173,1217305,32134,HNL,600,556.0,-4.0,0.0,0.0,-1.0,0600-0659,8.0,604.0,626.0,9.0,637,635.0,-2.0,0.0,0.0,-1.0,0600-0659,0.0,,0.0,N,37.0,39.0,22.0,1.0,100.0,1,,,
HA,2023,1,3,1,3,3/1/2023 12:00:00 AM,HA,19690,HA,107,,,,,HA,19690,HA,N479HA,107,12758,1275804,32758,KOA,12173,1217305,32134,HNL,605,616.0,11.0,11.0,0.0,0.0,0600-0659,8.0,624.0,655.0,12.0,650,707.0,17.0,17.0,1.0,1.0,0600-0659,0.0,,0.0,N,45.0,51.0,31.0,1.0,163.0,1,,,
HA,2023,1,3,1,3,3/1/2023 12:00:00 AM,HA,19690,HA,11,,,,,HA,19690,HA,N399HA,11,14771,1477104,32457,SFO,12173,1217305,32134,HNL,735,736.0,1.0,1.0,0.0,0.0,0700-0759,10.0,746.0,1035.0,10.0,1110,1045.0,-25.0,0.0,0.0,-2.0,1100-1159,0.0,,0.0,N,335.0,309.0,289.0,1.0,2398.0,10,,,
HA,2023,1,3,1,3,3/1/2023 12:00:00 AM,HA,19690,HA,115,,,,,HA,19690,HA,N483HA,115,13830,1383002,33830,OGG,12173,1217305,32134,HNL,700,658.0,-2.0,0.0,0.0,-1.0,0700-0759,8.0,706.0,735.0,9.0,739,744.0,5.0,5.0,0.0,0.0,0700-0759,0.0,,0.0,N,39.0,46.0,29.0,1.0,100.0,1,,,
HA,2023,1,3,1,3,3/1/2023 12:00:00 AM,HA,19690,HA,116,,,,,HA,19690,HA,N483HA,116,12173,1217305,32134,HNL,13830,1383002,33830,OGG,545,541.0,-4.0,0.0,0.0,-1.0,0001-0559,17.0,558.0,621.0,6.0,624,627.0,3.0,3.0,0.0,0.0,0600-0659,0.0,,0.0,N,39.0,46.0,23.0,1.0,100.0,1,,,
HA,2023,1,3,1,3,3/1/2023 12:00:00 AM,HA,19690,HA,118,,,,,HA,19690,HA,N487HA,118,12173,1217305,32134,HNL,12758,1275804,32758,KOA,545,544.0,-1.0,0.0,0.0,-1.0,0001-0559,15.0,559.0,629.0,6.0,629,635.0,6.0,6.0,0.0,0.0,0600-0659,0.0,,0.0,N,44.0,51.0,30.0,1.0,163.0,1,,,
